,Policy_ID,Customer_Age,Annual_Income,Vehicle_Age_Property_Age,Claim_History,Premium_Amount,Claim_Amount,Fraudulent_Claim,Risk_Score_Encoded,Policy_Type_Auto,Policy_Type_Health,Policy_Type_Life,Policy_Type_Property,Gender_Female,Gender_Male,Gender_Other
171,6601ddd0-3170-4437-a8f7-ef5a060edf5b,61,0.09061156214614914,2,0,0.4320933294194042,0.7458172205274506,0,1,0,1,0,0,1,0,0
172,11c58ef0-dd46-4c09-8752-87aa5408f9ac,41,0.5862362794963516,17,4,0.32979078269687506,0.12186634916268217,0,1,0,1,0,0,0,1,0
173,59e4b671-4774-4c58-85f8-bc16f7860b50,40,0.8680820089449383,23,0,0.9690021259751465,0.6012691604203853,0,0,0,0,0,1,0,0,1
174,adf4e62d-6651-429e-8268-690ba43825b5,40,0.15416624828658765,15,1,0.8477926329179231,0.35033246885949204,0,1,1,0,0,0,0,1,0
175,54c63cd8-8945-4f27-97fa-2d8dfb2ca025,53,0.7625135674682774,18,1,0.8077104404059812,0.8466408434013724,0,0,0,1,0,0,1,0,0
176,e08596db-1d87-4966-8710-d430f071d879,80,0.6087836020362016,21,5,0.2675459664291623,0.18020008686177547,0,1,0,1,0,0,0,0,1
177,94a1875d-2db6-4edb-82de-ffccf86c2ca2,62,0.35061190241008056,5,1,0.5666346436100659,0.40113257168201855,0,1,0,0,1,0,1,0,0
178,09cb3942-43f5-4a85-bbc9-f87af668a617,27,0.09114486470005233,16,1,0.37637098711071965,0.4541292828850621,0,1,0,1,0,0,0,0,1
179,587ef344-6f3f-420c-98b8-e4cc1bc044fc,28,0.7214720662771867,24,4,0.5965606347681442,0.8849255920215494,1,2,0,0,1,0,1,0,0
180,6fb78271-504d-481f-8953-5b63ba81edd9,27,0.6738078725286802,8,3,0.6623213157918145,0.48622723537736545,0,1,0,1,0,0,0,1,0
181,1d9af659-82ec-4f2d-bbf6-e16f9b3080d5,46,0.21505225330892774,16,0,0.3453286366183652,0.11049591817829281,0,0,0,0,1,0,1,0,0
182,30a900ad-939b-462d-a645-f129629c2ae3,61,0.5266591230375472,9,0,0.22058326439480863,0.9862877899853907,0,0,0,0,0,1,0,0,1
183,6fa17735-b572-43d0-8b5c-ea6a41357e8c,21,0.3009693407742161,6,1,0.7646171910442184,0.2895103778968462,0,0,1,0,0,0,0,1,0
184,ce777f00-ecf2-4e76-8519-7ff4006ed6e3,25,0.7469099642733993,5,1,0.380387212126064,0.7047946817815245,0,0,0,0,0,1,0,1,0
185,f0b5156b-b82c-4074-afd5-dea589d7fd6c,50,0.07144741938163367,27,5,0.04223930118574261,0.01811184315795088,0,2,0,0,1,0,0,0,1
186,3270e4fa-abae-4f43-bcae-8081bdf070aa,76,0.5755220799600224,18,3,0.7099178074880581,0.41808545578571205,0,1,0,0,1,0,0,1,0
187,f2e9702d-11e9-4daa-ae69-81a35d3d9e56,25,0.9662656667354979,5,4,0.4603358862825679,0.6906974888284768,1,1,0,1,0,0,1,0,0
188,9f871ce7-5487-4d4f-abb7-a385aa0b7b14,41,0.8444558495873299,7,3,0.5892020032200963,0.5246260752954444,0,0,0,0,0,1,0,1,0
189,1fe771d6-d917-4793-a9d3-c2e6505cc686,43,0.22106002444785228,24,1,0.07634163264216902,0.6341677571174723,0,1,0,0,1,0,1,0,0
190,81d2c7de-4ce1-4b90-a669-7833b841d0a0,51,0.9059419311801744,11,2,0.7278106903637286,0.8203671614365798,1,0,1,0,0,0,0,0,1
191,5380b904-688c-4015-aab9-7e494f2d4796,70,0.10220027334535821,8,1,0.17353160942545298,0.15258337587528478,0,1,1,0,0,0,0,1,0
192,8dedf9fb-4bb0-4f20-b27c-40266703b636,66,0.17659959352915855,24,5,0.494380398331243,0.7556992513284919,1,2,0,1,0,0,0,0,1
193,aa38d0a1-6ba2-4efe-b11c-6eb62095eef6,66,0.6809782120998521,28,4,0.643360997696119,0.9883795306175727,1,2,0,0,0,1,0,0,1
194,bf85bf0e-ad64-456c-a10f-aa3ff0bbac67,38,0.15039054181915995,2,3,0.4424341081133972,0.30291780975185845,0,2,0,0,1,0,0,0,1
195,91b0e1d9-9d92-42af-ac8d-0e44e71e43a6,35,0.35153139340637446,2,2,0.4619815155801065,0.03702573410431514,0,0,0,1,0,0,0,0,1
196,d56f0350-8c45-4ce2-a7f4-8ad54d0b0d1a,41,0.6444828483071147,27,0,0.6153586137574609,0.5076880290758364,0,0,0,1,0,0,1,0,0
197,35ce8841-4973-4d6c-8dca-bfb7001a9a8b,47,0.44939880589599557,25,4,0.6522140385522021,0.3216720931883284,0,2,0,1,0,0,0,0,1
198,9b4e2c24-9479-41e6-8927-7d9b6e0d2648,48,0.9577817527128543,14,0,0.8114575827929443,0.8388429337785233,0,0,1,0,0,0,0,0,1
199,7118e364-7709-4749-927e-ecfaa79ac9aa,80,0.5042566350632641,5,0,0.24782954838594895,0.43820101483106666,0,0,0,1,0,0,0,0,1
200,82dc4c8e-36b5-429a-acf5-e81e71316269,46,0.36349639648264953,29,2,0.38760129515473357,0.7757694946738011,0,2,1,0,0,0,0,0,1
201,f5b78cc7-e6b3-4944-8b32-3e357922bac2,61,0.789155566111892,20,2,0.06586520072229783,0.09407017998353397,0,0,0,1,0,0,0,0,1
202,a8aa7158-2b70-4525-bc67-f831cbc84759,61,0.2515073636561871,27,5,0.9650125868403028,0.603565824262507,1,2,0,0,1,0,1,0,0
203,a9f25336-83f4-49a9-88a6-39d015b52908,27,0.5825078319082836,4,2,0.31036123786904346,0.6570563963912661,0,1,0,1,0,0,1,0,0
204,17e8392a-55ce-45db-9e87-e04ca2086977,60,0.5948191035735608,30,0,0.3097118814435282,0.37696586925738795,0,0,1,0,0,0,1,0,0
205,3c20592f-c04a-46c4-b3b6-3fe1d1843324,68,0.6699525487492021,26,5,0.997789519565198,0.914105895171552,1,2,1,0,0,0,1,0,0
206,ce7ae7f6-3982-4cff-8f77-a665ac3c5640,23,0.5081991931741721,0,2,0.3089958103167614,0.9529264117143892,0,2,0,0,0,1,0,0,1
207,0bd4a990-0640-4e0f-a5b8-fd4b32fa2de8,39,0.22603488328001975,4,1,0.07712664229356246,0.8459121829855988,0,1,1,0,0,0,1,0,0
208,9c7c7377-79a2-4903-bbe3-3b243eae0032,24,0.6617590266405532,28,4,0.13104991149182965,0.37700637267070286,0,1,0,1,0,0,0,0,1
209,74962764-12a4-4ef0-84bb-b7a9d98868dd,28,0.7210588012768571,1,3,0.36446908440743997,0.7207498184364318,1,2,1,0,0,0,0,1,0
210,935f2b0a-a138-4ddc-a2d9-de5d6a18ce4c,80,0.752291193869378,25,3,0.23407742463462577,0.2391028774667481,0,0,0,0,1,0,1,0,0
211,624c69b6-b244-45a7-b7e5-848131c681ec,79,0.36744245731049824,30,4,0.9850559069196487,0.46218404831215054,1,2,1,0,0,0,1,0,0
212,25c73c44-3e75-43b4-a64f-a6637e8f8095,36,0.9663342199099101,26,1,0.801743922290716,0.1380751334306752,0,0,0,0,0,1,1,0,0
213,e4855aa1-016b-4287-b008-05cca7f36ae9,34,0.8741114635696866,17,0,0.7118191764737277,0.516552261233381,0,0,0,0,0,1,0,1,0
214,e2add909-c521-4f2d-9c45-d539c03f3538,25,0.7630251865363568,8,3,0.9058655565340379,0.14704804306354985,0,0,0,1,0,0,1,0,0
215,3805f907-6cd6-4193-8746-8f591b494e15,45,0.8166532284653241,28,2,0.9310481324331297,0.4152812962054718,0,0,1,0,0,0,0,1,0
216,b227462c-f53d-4330-8dda-24ba2d06e8cf,43,0.23527705212231842,2,2,0.22460616088027824,0.3188228184199899,0,1,0,0,1,0,0,0,1
217,8eb22579-0cdb-4ca4-b6ec-bdd68498e113,24,0.7913109046027814,4,0,0.2869933018439943,0.8312078398567222,0,0,0,0,1,0,0,0,1
218,1f115b76-d92c-4227-aadf-50853fcb7546,62,0.44826570476499605,0,0,0.018924736921694704,0.21552908886970212,0,0,0,0,0,1,0,1,0
219,76f2dbfe-cd29-436f-a222-82e174daaebf,27,0.1105891136224665,9,1,0.30127469555857994,0.04719389545387283,0,0,0,0,0,1,0,0,1
220,8f15ba58-fce6-4504-87f8-424daae65fc1,44,0.062171891330375276,26,3,0.5970765617911563,0.015799739895902217,0,2,0,0,0,1,0,0,1
221,c1581092-f335-4ba3-913a-7052986f9025,50,0.7184180862956033,9,3,0.0014721710742845867,0.3530413852648582,0,0,1,0,0,0,0,0,1
222,d0a44432-9cd6-4852-b14c-7df4e4347d51,54,0.664202977887626,2,4,0.9752644125992935,0.06717491098272108,0,1,1,0,0,0,1,0,0
223,6d3ee1dc-8139-4443-a45b-712eb8225688,51,0.3900727886819766,15,0,0.6360357234986969,0.9828728710142737,0,1,0,1,0,0,0,0,1
224,722764e6-8c41-461b-a827-a1b9d4a02e53,34,0.3566870591511037,2,2,0.24120700237504333,0.6581086830896645,0,1,0,1,0,0,0,0,1
225,dc8aee30-be60-43f7-a8be-9288e5af6e39,24,0.13282914224911568,11,4,0.33869719531395936,0.6437632563461028,0,2,0,0,1,0,0,0,1
226,c074718e-425a-409f-b337-c59979844388,71,0.9808965153971099,15,5,0.18231571175690936,0.13452005660853292,0,0,0,0,0,1,0,0,1
227,46fde062-a33d-47af-9701-410d3f4b1a70,63,0.2929863152741032,1,1,0.886335939654329,0.31572591139697875,0,0,0,1,0,0,1,0,0
228,7c0e8cd8-8573-4793-8715-b2b9c40c5d91,37,0.9892065167437099,17,3,0.2534024497638299,0.7545414953459172,1,0,0,0,0,1,0,0,1
229,709b7d97-464c-44af-bd3f-3799a07295e9,30,0.862123776231319,1,5,0.33207020165630363,0.12411589269723458,0,1,0,0,1,0,1,0,0
230,3c07c574-4925-4af1-b6aa-e05b13d5f2f7,41,0.7432006982304831,28,3,0.33918643645647084,0.18661767224076514,0,0,0,0,0,1,1,0,0
231,e49d681d-51d8-4c64-95fa-1ab8458f1f19,62,0.9243439272173228,16,2,0.8016327311219633,0.7282648057019181,0,0,0,0,1,0,1,0,0
232,269cd696-236c-4b87-94a0-bccb8a476a87,23,0.5452137930543681,10,0,0.08003317944475576,0.6619332479687137,0,0,1,0,0,0,1,0,0
233,271e3ee2-b1a6-41f1-a20e-99d33b33f3d8,37,0.16609010833847898,14,2,0.44735765306576286,0.7279971222525352,0,2,0,0,0,1,1,0,0
234,6a34c854-1071-4d51-b6c5-9dacb4d7e28e,76,0.274084431490693,25,0,0.07500289097038758,0.638466733263368,0,1,0,0,0,1,1,0,0
235,7746d0ba-8ae8-405b-94b4-a48268586eba,41,0.9528449789775826,4,4,0.6784840640816944,0.4386166760974119,0,1,1,0,0,0,0,0,1
236,d5385b0e-34f3-493c-8ff0-a55c6a702e2f,26,0.7784356955100394,11,2,0.3830357857657513,0.568018865768079,0,0,1,0,0,0,0,1,0
237,c51155ff-e7a3-4e81-a3b4-c08b6b8e869f,56,0.9488760670915963,11,3,0.7635408605306933,0.5747131576340713,0,0,0,0,0,1,0,1,0
238,05000bc6-b20d-4b6e-b231-1f1795863a76,51,0.31394546147406116,8,1,0.9611186721105862,0.025302001069129703,0,0,0,0,0,1,1,0,0
239,9360715f-c3fe-4183-a172-b725db52ca58,29,0.9135676239536468,3,2,0.7754294202937226,0.705162220180565,0,0,0,0,0,1,1,0,0
240,f1578470-0182-47c4-ba1b-58066160a6b4,31,0.693835351621074,15,1,0.12263274001725684,0.854331479132521,0,0,0,0,1,0,0,0,1
241,63d62a39-c0e3-4efd-8c71-e0fe5a0cdd7c,46,0.9973525019795912,25,5,0.9681659683861268,0.9884222396623058,1,2,0,0,0,1,0,1,0
242,d5f25073-f414-42b1-a442-9ebbda7b9095,60,0.5497400817233902,9,2,0.8518822441046442,0.7129535129091596,1,1,0,1,0,0,1,0,0
243,bc10fa52-bf5d-4fdf-89c8-d2ab6b44fa8d,77,0.7936284800465784,16,1,0.12135626539997689,0.20081712628683557,0,0,1,0,0,0,0,0,1
244,e5d6f6e6-9a6e-42f5-8cc4-29038bcf53a1,26,0.02562037286922221,17,4,0.3690835179106734,0.8050412312716827,1,2,0,0,0,1,0,1,0
245,45df16b6-382c-443f-bcfc-9b793875394c,53,0.0651151187382124,12,5,0.7192934468372784,0.5263635113170948,1,2,0,1,0,0,0,1,0
246,638c254c-076e-4bba-bc53-08bf6f92f25e,67,0.12474003446451075,10,5,0.07412448073724191,0.4663478794056986,1,2,0,1,0,0,1,0,0
247,cc530e36-addc-4e13-ab3b-4d37560c95ee,51,0.8779576691653825,24,4,0.6401609158594188,0.18175124728456696,0,0,1,0,0,0,1,0,0
248,d72b6108-2a40-4f12-b963-f37f67814c1f,79,0.5025701046556224,27,0,0.8318967434330496,0.5187506742214221,0,0,0,0,0,1,0,1,0
249,fb10987f-20ac-4703-ab67-146a77a6e17c,37,0.32222721869040866,22,1,0.3461781371476351,0.9426347350054157,0,1,1,0,0,0,0,1,0
250,e82c7d7b-06e7-45f9-88bc-539c9f4c3b79,75,0.2501158398531127,20,4,0.274555457707327,0.625944561654817,1,2,0,1,0,0,1,0,0
251,a9ba5a27-907b-4e36-9786-48f864de82e6,57,0.5022792679521749,5,4,0.9421917113655163,0.15391116598900312,0,1,0,1,0,0,0,0,1
252,6db99102-a48b-4dbe-957d-94a106f028ff,60,0.8424999991660198,18,0,0.8257367526841549,0.027768298018500837,0,0,0,0,1,0,0,0,1
253,2e85cb21-7631-4e9d-9de9-f86322bd3388,20,0.6509514213191365,24,4,0.4167934245990446,0.639949118088303,0,2,0,0,1,0,0,0,1
254,53cd6268-610c-4373-8299-9aa40cdf742b,49,0.6417215397854714,9,3,0.24496081623213156,0.8087382705523743,1,1,0,0,1,0,0,0,1
255,56666f9f-53ac-4ab9-b467-2cd9362f5e5c,43,0.07234561608287494,1,1,0.4398277871178358,0.4848130246144456,0,1,0,0,0,1,1,0,0
256,473bd358-610e-4a64-a130-1617c2dff335,31,0.3121411174601099,22,2,0.7346356043017639,0.8623030321015617,1,2,1,0,0,0,1,0,0
257,6bebac31-d4f8-4d72-b382-1cfdc083b73a,80,0.7605714499213224,16,4,0.10616755174836993,0.24167885445118475,0,0,1,0,0,0,1,0,0
258,78660765-14f7-4e8d-95bc-b8d04094dded,25,0.2474273100056833,3,0,0.29032681308319763,0.3844553915055921,0,0,0,0,0,1,1,0,0
259,0d557b61-8a17-4dfe-bfc0-0dc804f64d86,57,0.962749105723006,28,1,0.8139705032067532,0.935464026753106,1,0,1,0,0,0,1,0,0
260,39669fa7-5997-4043-b3b1-025bfff9f585,64,0.7630297456282479,15,4,0.46705850434535084,0.8806480706539938,1,2,1,0,0,0,1,0,0
261,f510ab53-c7fe-439f-9190-f938a66fd7f7,49,0.9452825019050888,16,3,0.9672897819763564,0.21501738238069437,0,0,0,1,0,0,0,1,0
262,07f194f9-c115-4d6d-8a4e-5b70a6d964a3,40,0.2808907108947507,19,5,0.6729111627038135,0.28580210994711697,0,2,0,1,0,0,0,1,0
263,d6d7b3b8-3309-4d35-bf4d-f561f319c125,18,0.13335488338232132,8,5,0.36594792695184974,0.4036084932048506,0,2,0,0,0,1,0,1,0
264,3d114802-2702-478b-9f0f-da8d05379ff6,20,0.5700403279477114,6,2,0.5535274286375079,0.07304229157885915,0,0,0,1,0,0,1,0,0
265,1d48a071-ab61-47b1-b93b-4c3220500494,50,0.8252679661857715,19,5,0.6113890890329926,0.12831501389347283,0,1,0,0,1,0,1,0,0
266,770c7798-37cc-463b-b2a0-345990604f62,24,0.7948302455493533,10,4,0.939532018608954,0.7562199808551193,1,2,0,0,1,0,1,0,0
267,5e6fea07-c453-4f1d-8199-2fdfb31022f0,30,0.4997820531681296,1,0,0.13704089166422045,0.33321556598306795,0,0,0,0,0,1,0,0,1
268,f6b751f7-9b74-4245-9b1b-c8952af43ab7,48,0.14837225407841348,28,4,0.13978731353240997,0.9330751274153168,1,2,0,0,0,1,0,0,1
269,c71d5e60-1d52-46ab-b7e6-427cbf780e3f,38,0.990700675713017,23,2,0.5940588334712105,0.5079358618424561,0,0,0,0,0,1,0,1,0
270,4fa03f26-f6f7-40cc-a9ec-8e49d1bdb8c0,50,0.7086059753682273,9,3,0.8162432506960566,0.368622968162312,0,1,0,0,0,1,0,0,1
271,edcb8cb6-0692-4c63-9424-aed51bac5c15,61,0.5834712458630411,25,5,0.8726349638406319,0.6301934098139369,1,2,0,0,0,1,0,1,0
272,e87466d7-ad66-41bd-9367-6a024fdc6e1b,56,0.9671373984642977,25,4,0.5779561284124569,0.7225690633325006,1,1,0,0,1,0,1,0,0
273,f1043785-658b-4523-a014-1de9f54ad0a2,55,0.5239552479539964,23,4,0.7750713847303392,0.38048585648878713,0,1,1,0,0,0,1,0,0
274,9793b9b4-1374-4146-b2c5-bd89b70b3420,70,0.030910976614193744,30,5,0.1098813367847072,0.018308144354165053,0,2,1,0,0,0,0,0,1
275,3e2b6091-a092-452a-94a0-57a7b0cc1b3b,38,0.41259664857819167,6,3,0.5020881701491741,0.6123654915730844,0,2,1,0,0,0,1,0,0
276,4d3485c5-c5c1-4eb4-b27b-3d901a16342c,48,0.7056390629220288,16,1,0.5611973954580631,1.0,1,1,0,1,0,0,0,0,1
277,ce3714af-99b4-4350-af2b-99b4d9acd158,48,0.3133121368919603,5,3,0.9126882466486983,0.34252553619902326,0,1,0,0,0,1,0,0,1
278,90e0f4a0-fbdd-4933-8bd5-8bf61efd76e9,40,0.6098661083669455,6,1,0.2791142956261841,0.29858554862274356,0,0,0,0,1,0,0,0,1
279,8861fe18-58e2-4888-8a83-81bec85aca46,78,0.7047641064696962,22,5,0.4892611569218726,0.4803538394228143,1,2,0,0,1,0,1,0,0
280,11a72609-5edd-4bbf-a959-76636daa2e68,53,0.2873287602305744,18,5,0.543489089922522,0.897375579329143,1,2,0,0,1,0,0,0,1
281,033d2bce-575a-4d2c-a5c5-650c8186a576,43,0.2899941054277768,9,5,0.07899243010523131,0.9256970898097021,1,2,1,0,0,0,1,0,0
282,7d7ddbed-d284-476c-ab88-f83dd97dc9cd,59,0.21346891405433477,26,4,0.271235289408374,0.5627788870544274,1,2,0,0,0,1,1,0,0
283,5cb85aed-f5f6-4c97-aefb-63b11b049863,35,0.6154709558603179,18,1,0.2425390725766996,0.6708708674988981,0,0,0,1,0,0,0,1,0
284,75b17a55-d426-4982-a43e-4288a2b5b498,51,0.051847827742830324,13,2,0.7177812469422429,0.10012463822631944,0,1,1,0,0,0,0,1,0
285,2d174fc9-6f7c-45ea-a72a-6d8eb5122df8,67,0.9645834730250209,29,1,0.407106449977317,0.9367477042384615,1,0,0,1,0,0,0,1,0
286,a6846099-f729-4951-8591-31d2bbda0242,74,0.6503596289521906,24,2,0.3213046726976756,0.64687359766957,0,1,0,0,0,1,1,0,0
287,eb6c1016-cee6-44d0-9dac-6e8345241ea6,76,0.5348836692105288,23,0,0.9137934868660991,0.1748351892050784,0,0,1,0,0,0,0,1,0
288,7701f7bb-7bc6-4e1f-864e-e6e389c5b31a,74,0.9972618205299022,12,3,0.18635195118262926,0.7502427197119687,1,1,0,1,0,0,0,1,0
289,97ac6aa8-bb24-48a3-9363-57b66f81cf4f,73,0.008590329899225174,18,4,0.10728391108264616,0.9848322737613675,1,2,0,1,0,0,1,0,0
290,3ed8c56c-da09-4fa0-9282-8d8044b591f7,36,0.8892662186080114,4,4,0.4682638166146292,0.19262721580739944,0,0,0,0,0,1,1,0,0
291,4767d76c-162f-4a24-af43-613cd4aac9a3,25,0.7310027366783056,20,2,0.719022140385522,0.013442521445755303,0,0,1,0,0,0,1,0,0
292,c01f36bf-3e6d-458b-b367-c28de1b294de,39,0.17494708951465576,27,5,0.8975951574022183,0.8284289447818168,1,2,1,0,0,0,1,0,0
293,ab0e664e-9c3e-42d5-91e1-aa9676f72255,50,0.4004603459639082,3,1,0.9822983659345839,0.47799842558019134,0,1,0,1,0,0,1,0,0
294,7e8adee7-0758-4201-961e-16d16105716b,77,0.2603036866707387,7,3,0.7542052500022238,0.9557991463805388,1,2,0,1,0,0,0,1,0
295,7cd0129d-2e8d-4e87-9334-20e6d9d80b8d,37,0.26107217164780816,11,5,0.23637908182780487,0.6688178256725069,1,2,0,1,0,0,0,0,1
296,4223623b-cc3e-4dde-9ad5-cf06364d7c87,47,0.4050472927945554,16,5,0.7703012835908521,0.6913796304725224,1,2,1,0,0,0,1,0,0
297,989d9d4a-e15c-4666-8797-b2c957207246,58,0.6144185284163194,7,1,0.47843336090874317,0.4554654945005588,0,0,0,0,1,0,1,0,0
298,8e485223-46b9-4991-a14e-b70db380c73a,56,0.7018015863193439,29,3,0.7578033962230584,0.8033701647045236,1,1,0,0,0,1,1,0,0
299,30e912f2-f2b4-4abf-8441-aefd0299436a,70,0.6801860420844212,19,0,0.5257919035038562,0.528847453317811,0,0,1,0,0,0,0,1,0
300,680bac63-b856-4035-bdc9-829015eabb27,41,0.06112196582704875,17,4,0.2022100356701269,0.5373561777931414,0,2,0,1,0,0,0,1,0
301,3d85de89-c217-4429-8e20-07247d137018,28,0.11564620290471976,6,5,0.5834734342059615,0.09049665606225815,0,2,0,0,0,1,1,0,0
302,b63b4dc3-a559-4463-b9e1-3ceab0cbc61f,50,0.45310023252480613,16,3,0.45703350857061525,0.05720686055637254,0,1,0,1,0,0,1,0,0
303,046a0df5-cafd-4613-b2bb-912d7da67785,47,0.7231574847111966,12,2,0.8169482027059483,0.7470357316299977,0,1,0,0,1,0,0,0,1
304,6786d506-38ba-4abc-8b53-05e517d2582e,55,0.4233422613696246,22,0,0.5414609630044743,0.05973210801819205,0,0,0,1,0,0,0,1,0
305,a9f948b2-4e63-44bb-be49-3f43b118f68d,75,0.0310754931130469,13,1,0.7694317686512065,0.767110185726196,0,2,0,0,0,1,0,1,0
306,8db06746-7927-4973-9e78-1fd794e0d3ba,80,0.3740675962099046,28,3,0.448767557085546,0.9187848414572085,1,2,0,0,0,1,0,0,1
307,ff233d5f-6ced-415d-9800-7c0287ea7ff5,42,0.682576285005069,21,4,0.13299130929825032,0.8618109757833701,1,2,0,1,0,0,1,0,0
308,5a104129-54ae-4d1b-8ce6-424dbef59fe6,25,0.5285690489478562,23,1,0.8353303267241302,0.7574372888859837,0,1,0,0,0,1,0,1,0
309,4e7ed827-455a-4762-b428-a656b3ee4d3b,80,0.6733386196559799,17,3,0.5322232007045072,0.8247902544777325,1,1,0,0,0,1,1,0,0
310,b8a6171f-1ee3-4dc4-bb04-8a8b405bfdc9,33,0.1545577742024119,6,5,0.7659470374224997,0.031622137641827114,0,2,0,0,1,0,1,0,0
311,be2d740a-1e9b-43bc-90c7-c006314d3441,60,0.24016906891890255,2,0,0.5942789919853405,0.44690604050261123,0,0,0,1,0,0,1,0,0
312,b0ae8f08-c31e-4bbc-b36c-b62b892e6161,61,0.2442401155829872,1,3,0.43918510216244583,0.5404637119493491,0,2,0,1,0,0,0,0,1
313,bd1531c8-3764-4bda-b108-d4482f65fafa,66,0.5036029613636978,9,1,0.8162810556934326,0.7327121606886703,0,1,1,0,0,0,0,1,0
314,96ef2ad6-b97e-4703-86c8-adfe7bf47042,38,0.23640392620097878,28,1,0.9863123671265532,0.5219075343166172,0,1,0,0,1,0,0,0,1
315,98c7472a-864e-4a13-829c-fc0cfa02eaec,44,0.06032090002256195,30,4,0.8802537827235609,0.9132332671777582,1,2,0,0,1,0,1,0,0
316,d52721e7-19bc-443e-bb02-bebb48729a4d,58,0.555598125612767,1,2,0.942171696955141,0.6723833291158986,0,1,0,0,0,1,0,0,1
317,5c62b3a2-3a3c-463e-8bd6-cee631b1b099,68,0.696164880781415,13,1,0.3000115638815502,0.1836719512258699,0,0,0,0,1,0,0,0,1
318,b540b30e-039f-4a25-8d61-68bd2defe193,52,0.8493162307340838,9,5,0.14436171821489246,0.46353269166836764,0,1,1,0,0,0,1,0,0
319,0ba6eab9-4639-447b-a067-bdac88bd13d1,21,0.9678533982859372,17,4,0.13409654951565125,0.2428025234027519,0,0,0,0,0,1,0,0,1
320,4ac9778d-8da8-4ee4-8df5-6ac6f96b648a,31,0.9222579758810696,27,2,0.09243766623079729,0.7257618150662271,0,0,0,1,0,0,1,0,0
321,a34b6cf6-2053-4a42-b1af-db65b289f224,30,0.3767767531682075,19,4,0.039481760200677826,0.07229297843253395,0,1,0,0,1,0,0,1,0
322,1a432f0a-7daa-49f0-80b6-fce2de53790a,69,0.4790823304165154,27,2,0.30331394159350283,0.9106432543570243,1,1,1,0,0,0,0,0,1
323,48ca7651-92f5-4f7b-8323-d342df6a8f93,31,0.7467749706744755,24,3,0.9150076944288776,0.6967290887092925,1,1,0,1,0,0,0,1,0
324,5738811d-70c2-403f-ba8d-03aa782a65e0,63,0.9151527979647325,17,2,0.7759787046673605,0.3809584631481097,0,0,0,0,0,1,0,1,0
325,40a26c60-0d27-4659-b72a-da9b2f32751e,52,0.3079776657872067,11,4,0.8833537925083838,0.46651911660852485,0,2,0,0,1,0,0,0,1
326,1d34d08e-7a4c-45d4-9c99-e04cf0e98b3b,69,0.7615361426457566,10,1,0.3708781433743406,0.4143120214531742,0,0,0,0,0,1,0,0,1
327,7de31a51-6694-4343-90ba-58e3d2762bdc,54,0.015548449302731374,17,4,0.5794661044841174,0.41796915885639213,0,2,1,0,0,0,0,1,0
328,afbb411a-a123-4a8c-93b7-a88612f70c97,27,0.22951313680088964,18,1,0.49956857826523987,0.6556058929659205,0,1,0,0,1,0,0,1,0
329,cfa701cd-2631-400b-a6d7-94d30db95301,61,0.7632691535512157,15,5,0.6420645086684635,0.49117366460045786,1,2,0,0,1,0,1,0,0
330,15ce6a66-4dc8-4a1e-b2f9-e5fa90164161,28,0.16871308734030255,23,4,0.48857399549898145,0.9185686895782311,1,2,0,0,1,0,0,0,1
331,8edddfcd-1e52-4770-bf89-7142fe716b14,52,0.5236670799872657,26,0,0.9457765146461008,0.6692483248229378,0,0,0,1,0,0,0,0,1
332,989bc4da-9b37-422b-aa8a-616fc3b290d0,66,0.13691425537964508,20,1,0.06792446116759622,0.1507384654499869,0,0,0,0,0,1,0,1,0
333,c693da11-39c6-41ca-9e50-aa42ca6dfda1,31,0.37280634011781805,19,5,0.6671425648689279,0.6174197962237183,1,2,0,0,0,1,0,0,1
334,e893be3d-7354-4a6f-a160-745985c7504b,48,0.015059959286197452,17,4,0.4115407537871712,0.016091284266990476,0,2,0,0,0,1,0,0,1
335,96a9954f-dc33-41f9-8c1f-55ab715629ee,64,0.016471887805418847,26,5,0.674425586422224,0.8075534454569405,1,2,0,0,1,0,1,0,0
336,9191b363-4e2d-4645-adc7-cac7fd72b050,76,0.9180774554129154,16,1,0.2410491109154146,0.6206895445451326,0,0,0,1,0,0,0,1,0
337,f5c9b047-9c10-4572-8f6b-40d09efba58b,34,0.7948693870211995,2,2,0.9598955692543076,0.4594949825895476,0,0,0,0,1,0,1,0,0
338,c342bd2b-f295-456e-9967-5f06bd767e35,33,0.29952349705921893,26,0,0.6541131837144967,0.8597382837861628,0,1,1,0,0,0,0,0,1
339,43bfd931-3605-4f54-a021-c0ca3531968d,66,0.4049088520773725,12,4,0.4762540140011919,0.637700176089592,1,2,0,1,0,0,0,1,0
340,3d67cde9-2834-44c0-94c8-b3b4a911d192,62,0.4995623827771296,13,5,0.7848473122870689,0.5666273128551819,1,2,0,1,0,0,0,1,0
341,2812859a-1337-439e-8d4f-5d272c7f0b79,72,0.22926082998379077,28,5,0.8880994315907452,0.4760396243689387,1,2,0,1,0,0,0,1,0
342,b07aa066-7354-45ea-a894-9b8d00af5b3a,20,0.8993257436685056,18,5,0.03283252830927154,0.930466065959608,1,2,0,0,1,0,0,1,0
343,085b15fb-4a8f-4810-b84c-2f29980402a2,38,0.5868077783445137,24,5,0.8214002971028029,0.9305749439468851,1,2,1,0,0,0,0,1,0
