,Unnamed: 0,Claim_ID,Claim_Date,Policyholder_ID,Claim_Amount,Suspicious_Flags,Fraud_Label,Claim_Type_Home Damage,Claim_Type_Medical,Claim_Type_Vehicle,Claim_Year,Claim_Month,Claim_Day,Annual_Income,Claim_to_Income_Ratio,Policy_Issuance_Date,Days_Since_Issuance,Short_Period_Claim,Elliptic_Anomaly,Isolation_Anomaly,LOF_Anomaly,Fraud_Probability_Score,policy_issue_Year,policy_issue_Month,policy_issue_Day
235,235,2112507c-2cfa-45b0-ae3f-683abf3c5140,2022-01-27,8f0881ee-8011-416b-bae8-8926b423ccde,16933.74,0,0,0,1,0,2022,1,27,124349,0.1361791409661517,2021-10-02,117,True,Normal,0,Normal,0.0058994736160864,2021,10,2
236,236,5aaab32f-ce63-42b6-ab05-347fd556b37d,2020-07-13,6fac1673-0ad4-4230-bdf6-6ba5dc9c96de,26534.58,1,0,0,0,1,2020,7,13,141244,0.1878634136671292,2018-09-02,680,False,Normal,0,Normal,0.0,2018,9,2
237,237,13eecdc6-ebd1-4d2c-b5b2-745504cc3ede,2024-06-26,67884209-92ca-425a-ade5-93329364f3d0,43611.18,1,1,0,1,0,2024,6,26,142776,0.3054517565977475,2022-06-15,742,False,Normal,0,Normal,0.6973796043916161,2022,6,15
238,238,4a1dab32-6aed-4dc7-a3e0-5309b5a1b949,2020-09-30,2bffe17b-5324-41fc-b758-dce20556daea,39185.5,0,0,0,0,1,2020,9,30,63957,0.6126850852916803,2019-04-12,537,False,Anomaly,0,Normal,0.0,2019,4,12
239,239,75c8e90d-9e3d-450d-b296-d9f0cd2372c2,2024-05-02,6fcc57dd-168f-4e12-9ca2-60c9eb7607c9,32666.91,0,0,0,0,1,2024,5,2,92657,0.3525573890801558,2022-09-02,608,False,Normal,0,Normal,0.0,2022,9,2
240,240,6f887f28-3e49-4d09-9b19-d8b8d8302081,2023-02-12,dedab027-6550-474a-9422-373f862268d1,19310.47,0,0,0,0,1,2023,2,12,115828,0.166716769692993,2022-08-10,186,True,Normal,0,Normal,0.0,2022,8,10
241,241,38b8f24e-56ea-47b3-beed-10b64f6e274b,2021-11-02,a21b0307-82af-485c-938d-994c2b0abedd,24653.4,1,0,1,0,0,2021,11,2,112555,0.2190342499222602,2019-10-17,747,False,Normal,0,Normal,0.0,2019,10,17
242,242,31a3ac4d-828c-47e7-87d5-b7be1d30d990,2024-09-14,f54e2019-ba35-444e-99e1-ac095970a859,31742.47,0,0,0,0,1,2024,9,14,89519,0.3545891933556005,2024-08-01,44,True,Normal,0,Normal,0.0,2024,8,1
243,243,25cf0041-d0a6-43fe-a53b-c024d1a69d87,2021-05-09,2c6a6e9a-3280-47a1-8187-222b257d5e52,21981.59,0,0,0,1,0,2021,5,9,124682,0.1763012303299594,2020-05-03,371,False,Normal,0,Normal,0.0,2020,5,3
244,244,c257cf73-c29d-482b-a722-796e9a36d1ec,2023-06-14,a0c14035-c5d9-4f51-b387-e1bd2d5972c6,5475.11,0,0,0,1,0,2023,6,14,118236,0.0463066240400554,2022-10-30,227,True,Normal,0,Normal,0.0218356590749325,2022,10,30
245,245,9050f7ef-c123-4c91-b6c5-a0dc7e7e7419,2023-12-22,e1cde87f-ec95-4f87-ae5e-c36572eb7474,2776.55,1,0,0,1,0,2023,12,22,63455,0.0437562051847766,2021-09-28,815,False,Normal,1,Normal,0.0,2021,9,28
246,246,fc8d5b93-a2a2-491f-a49b-1cd99082889b,2023-04-19,50ee7a92-a091-41e0-b891-b0c3dd3f487e,7705.7,0,0,1,0,0,2023,4,19,84572,0.0911140803102681,2021-05-05,714,False,Normal,0,Normal,0.0,2021,5,5
247,247,780b3657-117b-455b-b094-4bdb26a524e3,2022-05-20,97674900-4651-4367-8bdc-43184d85a3d2,9412.82,1,0,0,1,0,2022,5,20,151452,0.0621505163352085,2020-07-03,686,False,Normal,0,Normal,0.0180342817384159,2020,7,3
248,248,12fe28bf-81e0-4489-9a18-e2a30e614bcd,2021-09-22,5e659654-0e90-48b6-89a0-a0f673b0a091,31175.66,0,0,0,1,0,2021,9,22,187678,0.1661124905423118,2021-08-08,45,True,Normal,0,Normal,0.0,2021,8,8
249,249,a508dc95-13a4-4492-897d-e16dd4ea120a,2024-06-29,98159d6c-9d71-4084-971d-abf9daf481a7,11993.33,1,0,1,0,0,2024,6,29,191369,0.0626712267922181,2023-09-02,301,True,Normal,0,Normal,0.0,2023,9,2
250,250,949077c2-7674-456f-a26d-719d81cf3252,2022-12-11,0a8076ec-e558-4e16-bd29-ede9cab4923b,965.17,0,0,0,0,1,2022,12,11,168461,0.0057293379476555,2022-04-23,232,True,Normal,1,Anomaly,0.0,2022,4,23
251,251,925817b7-cf50-4889-a8b7-7f7b7321bf6b,2023-06-07,80599b93-79c2-42e4-9ae1-a991524f93ff,8319.79,0,0,0,0,1,2023,6,7,65185,0.1276335046406382,2022-09-15,265,True,Normal,0,Normal,0.0,2022,9,15
252,252,73557b9d-0fd6-447e-b52d-4af2269ed4c9,2020-09-09,fb7d9f1c-57eb-49b1-965e-59dde62d2d06,15308.14,0,0,0,0,1,2020,9,9,109846,0.139360013109262,2020-04-15,147,True,Normal,0,Normal,0.0,2020,4,15
253,253,a56895c6-812a-4f9b-9596-9802b6dd6257,2021-01-13,fdb1429e-7010-4d13-b526-b22d3f6c21f7,15455.02,0,0,0,0,1,2021,1,13,176868,0.0873816631612275,2019-04-01,653,False,Normal,0,Normal,0.0,2019,4,1
254,254,9c1c3517-85d2-40a6-8629-5b5d707df251,2020-12-19,632dbb5e-486b-46bf-aafd-e7d95f733a3e,19377.53,0,0,0,0,1,2020,12,19,192686,0.100565323894834,2018-04-24,970,False,Normal,1,Normal,0.0692820002316758,2018,4,24
255,255,adcc3daf-569f-4ab3-8643-530068a51c68,2023-03-01,55ab946d-a5b5-4dc2-a181-c85eca0ac6ac,15113.92,0,1,1,0,0,2023,3,1,76152,0.1984704275659208,2021-08-24,554,False,Normal,0,Normal,0.0,2021,8,24
256,256,8ed6ad5e-1831-4aa3-9466-9d1910df9974,2023-07-26,da003f16-b946-4bcf-8082-cbb948bddb3e,43320.84,0,0,1,0,0,2023,7,26,43225,1.002217235396183,2023-04-05,112,True,Anomaly,1,Anomaly,0.7192988140104409,2023,4,5
257,257,9a4a99b2-e806-433c-b6e3-9356a8149562,2024-07-16,a9e27ba9-952e-4abb-94dd-5061555736f8,37386.02,0,0,0,0,1,2024,7,16,74032,0.5049981089258698,2023-11-27,232,True,Anomaly,0,Normal,0.0,2023,11,27
258,258,4f6b58c8-598d-4aec-aaaf-e5432434a678,2025-01-04,2102f9c9-6457-4bc4-a981-b098b2cf952d,40195.63,0,0,0,1,0,2025,1,4,102028,0.3939666562120202,2023-11-23,408,False,Normal,1,Anomaly,0.0,2023,11,23
259,259,15b02530-f020-4992-b576-255e98549f22,2021-09-20,54170a17-caaa-4bbe-a4bb-f962606e0e1c,34049.34,0,0,1,0,0,2021,9,20,119083,0.2859294777592099,2019-10-11,710,False,Normal,0,Normal,0.0807203037208839,2019,10,11
260,260,b3ecb951-ab8c-4f97-a0b7-1785d02ce0c1,2024-04-26,e99630f7-af77-420e-bf46-25afbd20563b,7270.57,0,0,0,1,0,2024,4,26,194009,0.0374754263977444,2024-01-11,106,True,Normal,0,Normal,0.0018004593307956,2024,1,11
261,261,aba301cb-a561-41e9-97ec-889c86c1b6cb,2022-04-16,4f11d8dc-5cd3-4369-84aa-c1b75ca0c428,15792.18,1,0,0,0,1,2022,4,16,110890,0.142413021913608,2020-10-25,538,False,Normal,0,Normal,0.0088722398047836,2020,10,25
262,262,577bc55a-36d5-4494-b37f-d50d2e25b5ee,2024-11-29,fffe77c8-39fe-499c-b127-41487c7c404e,7004.88,0,0,0,0,1,2024,11,29,124797,0.0561301954373903,2023-05-31,548,False,Normal,0,Normal,0.0,2023,5,31
263,263,4bb907ec-13c1-4754-a7aa-7cbc23377bbc,2024-05-24,8a2e6a93-c558-4bb2-81f7-f3fb19e45c6a,10439.34,0,0,1,0,0,2024,5,24,89243,0.1169765695908922,2023-06-12,347,True,Normal,0,Normal,0.0,2023,6,12
264,264,86cac6f4-e238-4e93-bd17-c5e8d5ca69ab,2020-05-11,9e374f7a-c42c-4c39-a05b-46c556363094,25338.84,0,0,0,0,1,2020,5,11,126156,0.2008532293351089,2019-01-15,482,False,Normal,0,Normal,0.0,2019,1,15
265,265,277d1be9-6070-46a1-98e5-2499218c6e1c,2020-12-25,9feefdff-c566-4a81-b15e-54f6d4d30795,41322.15,0,1,0,0,1,2020,12,25,40742,1.01423960532129,2018-08-31,847,False,Anomaly,1,Anomaly,0.7134850077029291,2018,8,31
266,266,b89f72f3-2a60-4652-a714-7668cf1d7d3a,2022-05-12,b836c448-ad26-4ec5-9d42-b9e9692e07b6,15109.5,0,0,0,0,1,2022,5,12,157658,0.0958371918963833,2019-12-24,870,False,Normal,0,Normal,0.0,2019,12,24
267,267,9c4ffb46-71b7-41aa-b836-f5713ccec76c,2021-08-06,3be79df4-72ec-416e-88a7-23e9bfa016c2,4227.32,0,0,0,1,0,2021,8,6,181786,0.0232543760245563,2021-06-30,37,True,Normal,1,Normal,0.0,2021,6,30
268,268,f7315749-4f39-49a8-bd3a-258288b4f474,2024-03-20,31ab0b56-d5c9-4dc7-a76a-dca978116802,49007.14,0,0,1,0,0,2024,3,20,111841,0.4381858173657245,2023-05-20,305,True,Normal,0,Normal,0.0,2023,5,20
269,269,92070158-f277-4f63-ada5-84175e2ad32d,2025-02-04,c7332304-4822-4120-84f9-eccd7630a8a7,1188.97,1,0,1,0,0,2025,2,4,111562,0.0106574819382944,2023-07-01,584,False,Normal,1,Anomaly,0.0,2023,7,1
270,270,6b2d5b09-8707-4ad4-80be-7e3561c2645a,2025-01-02,9acb394a-cd1f-4318-b31f-63fbd11fc8c0,37576.07,0,0,0,0,1,2025,1,2,73761,0.5094300511110207,2023-12-14,385,False,Anomaly,1,Anomaly,0.0,2023,12,14
271,271,0d5ba7cd-4000-45f0-9f7d-0dd7236e1608,2023-05-19,ef2ddcc4-8df6-41da-9f07-c1a5dfc620ce,47044.45,0,0,0,1,0,2023,5,19,93341,0.5040062780557311,2023-04-10,39,True,Anomaly,0,Normal,0.0,2023,4,10
272,272,8412a335-d88c-456d-b61e-5fdb1a435206,2024-06-06,290a3abb-c35b-4fea-9578-d70948f9e3d0,31167.57,0,0,1,0,0,2024,6,6,98334,0.3169561901275246,2022-06-12,725,False,Normal,0,Normal,0.0,2022,6,12
273,273,836b15c7-e7c2-45da-b306-958845d5a68d,2020-11-28,e916da57-f248-43ab-977a-8a5f6ffe33b3,32558.79,0,0,1,0,0,2020,11,28,64193,0.5072015640334616,2019-08-30,456,False,Anomaly,0,Anomaly,0.0,2019,8,30
274,274,e27718c5-737d-4fb6-9113-76e038d77b9a,2021-12-02,657e01c9-0da2-4e5c-aa36-af1806d3db93,15458.41,1,1,0,0,1,2021,12,2,182585,0.0846641838048032,2020-07-13,507,False,Normal,0,Normal,0.0,2020,7,13
275,275,62dbc850-3c5b-43a7-9fbb-f0b1808389c8,2025-02-22,519554e3-0737-4c86-b97b-5f515ffa46ef,2342.0,1,0,0,0,1,2025,2,22,61656,0.0379849487478915,2025-01-06,47,True,Normal,1,Anomaly,0.0300375817983868,2025,1,6
276,276,b6f6dbf1-d6d4-41cc-995d-82f8ee4a9b5d,2023-06-04,09ce3cfb-2339-4a19-a563-7cc3ca97ebf5,27108.56,0,0,0,0,1,2023,6,4,31773,0.8531948509740975,2021-11-22,559,False,Anomaly,1,Anomaly,0.0,2021,11,22
277,277,78f2ce6b-d46b-415d-aada-79a34970ed9a,2023-08-27,781799ff-b49e-44cc-8243-69e72387eaf6,37285.44,0,0,1,0,0,2023,8,27,71695,0.5200563498151893,2023-04-19,130,True,Anomaly,0,Normal,0.2747749348563713,2023,4,19
278,278,e7e646c7-0158-4463-9d87-76a072d78bdd,2020-07-26,2646eaf9-d5c0-444d-b735-262d41843b03,8148.88,0,0,0,0,1,2020,7,26,130068,0.062650921056678,2017-12-04,965,False,Normal,1,Normal,0.0,2017,12,4
279,279,9bdf90f2-ba2c-4f19-b0b2-a5d18c7e6f42,2022-10-24,3cd5fd7f-49c1-4669-86b3-3fe61c76bdf6,30974.78,1,1,0,0,1,2022,10,24,173538,0.178489898466042,2021-03-13,590,False,Normal,0,Normal,0.0,2021,3,13
280,280,3d0a5f0c-0c39-4ec7-9f31-74054d183eba,2022-04-10,10142131-7505-45f5-9f70-8368cb3cf8ca,18841.23,0,0,0,0,1,2022,4,10,150575,0.1251285405943882,2021-03-01,405,False,Normal,0,Normal,0.0149417236872926,2021,3,1
281,281,7ff4cec6-e7b7-44c6-9631-2a801c612ec2,2023-02-27,93364f7e-83ef-49f3-a1c7-cc8a04351b64,18452.96,0,0,1,0,0,2023,2,27,81661,0.2259702918161668,2021-12-12,442,False,Normal,0,Normal,0.0108699091614855,2021,12,12
282,282,4a90cd0c-24c1-43b9-b7f2-85723defa849,2022-04-27,92170475-3d95-4e3f-9a52-26e69d642932,32418.93,0,0,0,1,0,2022,4,27,46242,0.7010711041909952,2019-10-01,939,False,Anomaly,1,Anomaly,0.0,2019,10,1
283,283,ab1021ce-aa14-4cd8-aff3-cde46aa42c9f,2020-08-07,f4124360-1153-4e99-9c50-8720f982f4e0,6546.91,1,0,0,0,1,2020,8,7,99166,0.0660197043341467,2018-09-17,690,False,Normal,0,Normal,0.0,2018,9,17
284,284,c9525185-81e0-4a5e-8b48-f49686abd4e7,2025-02-11,df92a621-63f4-469d-8534-a1018ddce719,32154.9,1,1,0,1,0,2025,2,11,178700,0.1799378847229994,2024-11-24,79,True,Normal,1,Anomaly,0.0,2024,11,24
285,285,630aa767-a2bb-422b-8b25-1279785ac5d0,2025-01-29,5b6a8102-0428-4378-bf50-23f440ef3935,17008.7,0,0,0,1,0,2025,1,29,34934,0.4868809755539016,2024-01-11,384,False,Anomaly,1,Anomaly,0.0,2024,1,11
286,286,3dba6da8-5844-49fc-914b-9547c9dc72b8,2023-11-03,94f79dba-c581-4d2d-9a89-b71ea0d572c8,41575.98,1,1,1,0,0,2023,11,3,112285,0.3702718974039275,2021-11-07,726,False,Normal,0,Normal,0.0,2021,11,7
287,287,2227219f-551f-4086-81b5-b5cabc3536df,2020-05-24,a48e40f1-d042-4dfa-96ab-087a8bc78e81,11189.59,0,0,0,1,0,2020,5,24,143284,0.0780937857681248,2017-10-22,945,False,Normal,0,Normal,0.0,2017,10,22
288,288,af475b49-c775-4395-9494-05f02cd2a404,2022-06-30,2ea9c542-a1b9-40d0-ba81-04deb20507bb,45076.29,1,1,0,1,0,2022,6,30,126154,0.3573116191321718,2021-04-08,448,False,Normal,0,Normal,0.0,2021,4,8
289,289,b74eba93-1027-4b53-a285-b2efcfbe4fe9,2024-01-21,339b77a8-4b1f-4d7b-8977-c513752a7d25,49209.39,0,0,0,1,0,2024,1,21,118290,0.4160063403499873,2021-06-14,951,False,Normal,1,Anomaly,0.699288120186543,2021,6,14
290,290,e2c328aa-3310-4475-8a86-22250b36e356,2020-05-19,65f202f9-83f0-4dc7-8f61-2217eef16694,5941.35,1,0,0,1,0,2020,5,19,46084,0.128924355524694,2019-12-11,160,True,Normal,0,Normal,0.0,2019,12,11
291,291,7930ba20-8b04-4f49-90be-73eefd372539,2021-06-09,493e904d-30ec-4796-a59b-457fc0d7ac73,39527.36,0,0,1,0,0,2021,6,9,35272,1.1206441369925153,2019-04-23,778,False,Anomaly,1,Anomaly,0.0,2019,4,23
292,292,0c3ce284-c7e5-4bbb-9cb5-1c535b62a8df,2024-07-02,cca1b45c-1fdd-480a-85f1-861954f90429,3093.75,0,0,1,0,0,2024,7,2,149871,0.0206427527673799,2024-03-21,103,True,Normal,1,Anomaly,0.0505994593652915,2024,3,21
293,293,6667d3bb-e3b5-4360-afdc-0bad5e368127,2023-11-22,56cb1ab0-62fb-46d7-b4db-ca07e506f670,3646.12,0,0,0,0,1,2023,11,22,138413,0.0263423233366808,2022-07-29,481,False,Normal,0,Normal,0.0,2022,7,29
294,294,b12b6680-7f07-4cb9-afd3-40c0f945f2fd,2022-08-29,4447ceab-84ef-4324-8c1b-4157ec9f9c54,5898.17,1,0,1,0,0,2022,8,29,61479,0.09593796255632,2021-09-30,333,True,Normal,0,Normal,0.0205643259283335,2021,9,30
295,295,6cac028c-ba22-4065-9526-0718cd180a82,2020-07-26,2e326567-d284-454e-bebe-c0db9a3a6103,36498.53,0,0,1,0,0,2020,7,26,78459,0.4651923934793969,2018-08-23,703,False,Anomaly,0,Normal,0.0,2018,8,23
296,296,1a43db54-523a-4993-8b34-46bc8ba435cc,2020-07-28,7227890e-4e76-433a-8baf-0f5ea9320094,48219.3,0,0,0,1,0,2020,7,28,92427,0.5217014508747444,2019-11-05,266,True,Anomaly,1,Anomaly,0.634568853062683,2019,11,5
297,297,2aa93b43-6d15-416f-b7b8-c1a59a45693d,2023-08-16,ba108217-0ad7-49a2-b277-16ec59fefbbc,21600.54,0,0,0,1,0,2023,8,16,75628,0.2856156449992066,2022-03-01,533,False,Normal,0,Normal,0.0,2022,3,1
298,298,9d66e815-5a41-43b3-a95f-176cdebac186,2025-03-01,ca9e4a62-fae3-414b-a3b4-42bd46494296,4137.79,0,0,0,1,0,2025,3,1,96560,0.0428520091135045,2022-11-08,844,False,Normal,1,Anomaly,0.01500458902522,2022,11,8
299,299,abd2b512-1335-45db-8eaf-04b5f2a9dc8a,2023-05-12,bff9507d-cd14-403e-8359-9af65d01f55f,6746.48,0,0,1,0,0,2023,5,12,71659,0.0941470017722826,2021-08-02,648,False,Normal,0,Normal,0.0100482652441857,2021,8,2
300,300,07f8d4f0-f3ea-4184-a8f4-e3ceadedda80,2020-11-19,702c1821-c804-4fb7-ad97-3b679b89e5cb,16596.68,0,0,1,0,0,2020,11,19,170361,0.0974206537881322,2018-07-18,855,False,Normal,0,Normal,0.0,2018,7,18
301,301,3c6a3174-1136-44a5-a050-9c6208e895d7,2024-01-25,f31046dc-6202-4ee6-9cb5-e69c5dc7b3e6,30468.63,0,0,0,1,0,2024,1,25,138589,0.2198488336015124,2022-06-22,582,False,Normal,0,Normal,0.0,2022,6,22
302,302,2747b93c-9ae7-4eab-884a-67809136f1f8,2023-07-27,71a6014c-5f3c-44dc-9ef7-87b8f2e6195f,32908.29,0,0,1,0,0,2023,7,27,103050,0.3193429403202329,2021-06-16,771,False,Normal,0,Normal,0.0,2021,6,16
303,303,233ffc82-92ec-49af-93ae-c376c359810a,2022-10-27,4758367b-a649-4cdc-907b-907265e58f34,22851.97,0,0,0,1,0,2022,10,27,188311,0.1213522842531769,2022-04-18,192,True,Normal,0,Normal,0.0,2022,4,18
304,304,06a241af-1d0a-47f7-b5e4-a4713fe68c9c,2023-11-08,e9ddebf5-6311-4aca-848a-f4407fc15858,20237.14,1,0,1,0,0,2023,11,8,86087,0.2350777701627423,2021-04-02,950,False,Normal,0,Normal,0.0,2021,4,2
305,305,c6641285-4303-4bc1-9e25-95b88fc9c86b,2021-06-22,9ca3fbb3-ff11-48ba-b6ee-1640723ef466,33422.84,0,0,0,0,1,2021,6,22,145619,0.2295225210995817,2018-12-23,912,False,Normal,0,Normal,0.0,2018,12,23
306,306,ffa623d0-ea9e-4c8d-b1a8-b71f491b90e9,2022-08-18,12f5131a-da52-42ee-a2bf-18f51f652a87,23976.26,0,0,0,1,0,2022,8,18,39466,0.6075168499467896,2021-08-21,362,True,Anomaly,0,Normal,0.0,2021,8,21
307,307,b69f68c3-e60f-4420-ac33-350c73b911d8,2022-05-26,f7b217c7-ae92-4a71-8f7d-cb431679742f,5279.94,0,0,1,0,0,2022,5,26,187098,0.028220184074656,2020-09-02,631,False,Normal,0,Normal,0.0355932708136431,2020,9,2
308,308,aaf78c67-51d0-4109-bc90-2838d8741408,2021-11-28,4a552ea0-8acb-4e09-8ccc-9cea109fd8ee,3469.06,0,0,1,0,0,2021,11,28,143052,0.0242503425327852,2020-06-26,520,False,Normal,0,Normal,0.0,2020,6,26
309,309,28524385-d9f2-4d0d-8cc9-f5f2e42e5037,2023-09-25,2c913a7c-a340-4f08-b341-91b8ed6522b4,20835.03,0,0,1,0,0,2023,9,25,54328,0.3835044544249742,2023-05-04,144,True,Anomaly,0,Normal,0.0123248139608625,2023,5,4
310,310,3967e60a-823d-4107-9c8a-c066cb2fafa3,2020-10-11,3c9abe10-238d-4f44-8ac4-d0eb3373730e,45834.26,0,0,0,1,0,2020,10,11,40585,1.1293399039053835,2020-05-23,141,True,Anomaly,1,Anomaly,0.208156707278291,2020,5,23
311,311,5c63b6f3-06ba-4cd3-be78-38c9ca55e38b,2022-12-11,fba6abf7-cdbc-4653-b7a7-e8b75e70f65f,17906.49,0,0,1,0,0,2022,12,11,185278,0.0966466067207115,2020-12-08,733,False,Normal,0,Normal,0.0,2020,12,8
312,312,e25df9a8-9ca8-45c4-a138-afe08d38bbd8,2020-08-08,b788f5d1-ffe5-45f6-a5ed-cfe34f2dad3f,24368.38,0,0,0,1,0,2020,8,8,145924,0.1669936405252049,2018-07-08,762,False,Normal,0,Normal,0.0609653610576479,2018,7,8
313,313,6929de73-8693-4d9d-ba89-cbebb807d78a,2024-01-08,20156a72-12e1-43a6-932c-ae01d2c65ee4,6186.82,0,0,0,0,1,2024,1,8,152725,0.0405095432967752,2022-09-03,492,False,Normal,0,Normal,0.0,2022,9,3
314,314,12fc7a87-a470-4d48-9128-b9b1f8ede0ca,2022-06-04,20da8972-5832-4ee4-8471-b4b0ae1b9f69,42335.18,0,0,1,0,0,2022,6,4,85458,0.4953916543799293,2020-10-01,611,False,Anomaly,0,Normal,0.8001672276717104,2020,10,1
315,315,8d2238e6-c7bf-4fbc-943c-dd6de0c1ff1e,2023-05-16,21084dd9-f75d-4e3c-848d-56502e9522d6,1799.56,0,0,1,0,0,2023,5,16,94611,0.0190206212808235,2022-06-10,340,True,Normal,0,Normal,0.0,2022,6,10
316,316,de431e06-e924-4069-80bb-ae526ec01269,2020-06-13,4ddb1b36-272c-4588-84a2-576c1fc905f8,9430.6,0,0,1,0,0,2020,6,13,178948,0.052700225763909,2018-09-28,624,False,Normal,0,Normal,0.0,2018,9,28
317,317,ef4afa88-5299-4505-a976-aab22a26f770,2023-09-20,84d67c4f-f0df-4684-b28e-41225894f7f1,17875.66,0,0,0,1,0,2023,9,20,41900,0.4266267303102625,2021-11-22,667,False,Anomaly,0,Normal,0.0,2021,11,22
318,318,143029a9-d88f-4c94-88b7-63d5e519dd7e,2021-06-04,46426c45-8d03-417a-b4d3-75c1a29319fa,20338.83,0,0,0,1,0,2021,6,4,134447,0.1512776781928938,2018-10-28,950,False,Normal,0,Normal,0.0202980591255581,2018,10,28
319,319,9d4b2bf9-4d85-49c7-a001-7720200b2903,2022-11-03,9780c215-2b2b-48e9-a417-c09380a8a23d,5042.01,1,0,1,0,0,2022,11,3,158777,0.0317552920133268,2022-08-11,84,True,Normal,1,Anomaly,0.06054278946646,2022,8,11
320,320,2bd3cdcd-2779-4685-94a5-3fdef10d27c8,2023-06-20,566e3cbe-9aea-422f-a6e9-87cab87b6384,17374.35,0,0,0,0,1,2023,6,20,84735,0.2050433705080545,2021-02-03,867,False,Normal,0,Normal,0.0,2021,2,3
321,321,0a8bb5b4-9049-4583-ac86-a890d7b00bdc,2024-04-19,f2d3f761-0ba3-4279-94cb-056407437c3b,47099.67,1,1,1,0,0,2024,4,19,55988,0.8412458026720011,2021-08-30,963,False,Anomaly,1,Anomaly,0.7956959527098431,2021,8,30
322,322,43c07d43-93a7-4792-8561-b8dca4364fcd,2023-06-06,9e3c5a88-6aa5-4e6d-9277-9574c4576cc3,3104.14,0,1,0,1,0,2023,6,6,103019,0.0301317232743474,2022-06-12,359,True,Normal,0,Normal,0.0,2022,6,12
323,323,e3954cb1-7f7f-4c0a-87c0-d116a394ed54,2023-04-23,4d560a3d-f4e7-469a-a454-09374a27ebf2,4538.29,0,0,0,0,1,2023,4,23,36230,0.12526331769252,2021-01-14,829,False,Normal,0,Normal,0.0,2021,1,14
324,324,ceae71cf-ce00-4af0-beb0-51817ba24588,2023-08-07,b048faa1-12ae-4c22-b41b-77f54c24a053,22381.19,1,0,0,0,1,2023,8,7,126818,0.1764827548139854,2022-10-07,304,True,Normal,0,Normal,0.0,2022,10,7
325,325,6a662fce-7089-4c6d-a877-f5d90f5675f8,2022-08-05,24c778a5-9b4e-464b-9716-dc2e343ada2a,17586.06,1,0,0,1,0,2022,8,5,43907,0.4005297560753411,2020-12-30,583,False,Anomaly,0,Normal,0.0,2020,12,30
326,326,51beb80e-b7e6-414c-9c8a-49225005680f,2023-11-05,66124ab4-f9b2-4e6e-986a-346adc5be7d1,24588.32,0,0,1,0,0,2023,11,5,159239,0.1544114193131079,2022-05-08,546,False,Normal,0,Normal,0.0,2022,5,8
327,327,83d5bceb-5edb-48ee-82ba-f0e02179e3f0,2022-12-25,1f5d988f-776a-4f09-bde2-885951b1943c,49230.06,1,1,0,1,0,2022,12,25,94049,0.5234511797041967,2022-11-04,51,True,Anomaly,1,Anomaly,0.6946121155075208,2022,11,4
328,328,24108e9a-3f77-4cae-b318-b96d44790612,2020-08-27,dd39d793-6257-44a2-b204-be894a4b5563,15420.26,0,0,0,1,0,2020,8,27,108321,0.1423570683431652,2019-05-24,461,False,Normal,0,Normal,0.0165656645201033,2019,5,24
329,329,f6729464-3f8e-440a-ab0a-e0e39d896047,2024-07-01,ef0a573d-53d2-456d-9040-158728e213bc,14827.63,1,0,0,1,0,2024,7,1,170120,0.0871598283564542,2021-12-13,931,False,Normal,1,Anomaly,0.0,2021,12,13
330,330,3098f7b2-500e-45c0-b89b-df7f93e34c35,2023-12-28,7781321e-83c5-41cb-bef7-d9ea7f8e5483,9196.89,0,0,0,0,1,2023,12,28,49597,0.1854323850232876,2021-10-24,795,False,Normal,0,Normal,0.0,2021,10,24
331,331,7f53a88e-4efc-4248-a10b-1a477faeb748,2020-04-15,750d112e-8164-4eec-a4ab-851bf1fac6e7,28156.82,0,0,1,0,0,2020,4,15,77574,0.3629672312888339,2018-10-11,552,False,Normal,0,Normal,0.0,2018,10,11
332,332,95560a2d-3713-4466-bda0-6476f778c676,2021-12-08,98f6fd7f-7eb1-42f1-8806-f8040cf0374c,43157.34,0,0,0,1,0,2021,12,8,177699,0.2428676582310536,2020-12-21,352,True,Normal,0,Normal,0.6414643013810972,2020,12,21
333,333,ac2a4f71-a77d-45f1-97c4-fe9ce1e0fffc,2022-07-11,1b84edc3-d8e0-49de-8217-ea0e896490ab,4354.2,0,0,0,0,1,2022,7,11,40857,0.1065717012996548,2020-01-30,893,False,Normal,0,Normal,0.0,2020,1,30
334,334,43b47ee5-e1e8-4e7e-a249-8f666e51484d,2023-10-24,0b95017c-5dae-4201-a73b-a8bdc38c1dec,35620.2,1,1,0,0,1,2023,10,24,133374,0.2670700436366908,2023-01-22,275,True,Normal,0,Normal,0.0,2023,1,22
335,335,8fd33afc-91fd-4a4f-8d18-ab95668c8477,2021-02-22,62e7c1a6-12d2-4a06-89e1-cd138da00495,20549.1,1,0,0,0,1,2021,2,22,197759,0.1039098094144893,2018-06-15,983,False,Normal,0,Normal,0.0,2018,6,15
336,336,8cc36f3b-c3af-4cfe-b34a-6ca38116e3fc,2021-07-28,9c6d52d5-ae2e-4af9-9f8c-c29ffd350c5f,23274.8,0,0,1,0,0,2021,7,28,103214,0.2255004166101497,2020-03-19,496,False,Normal,0,Normal,0.0,2020,3,19
337,337,18c01e2b-f99f-4704-a0f0-156a1e6a6628,2022-02-21,8ece1128-56ce-4b42-bc9e-1dcbcb7e6268,42301.98,0,0,0,1,0,2022,2,21,191050,0.2214183721538864,2020-06-27,604,False,Normal,0,Normal,0.0,2020,6,27
