,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Claim_ID,Claim_Date,Policyholder_ID,Claim_Amount,Suspicious_Flags,Fraud_Label,Claim_Type_Home Damage,Claim_Type_Medical,Claim_Type_Vehicle,Claim_Year,Claim_Month,Claim_Day,Annual_Income,Policy_Issuance_Date,Days_Since_Issuance,Short_Period_Claim,Elliptic_Anomaly,Isolation_Anomaly,LOF_Anomaly,Fraud_Probability_Score,policy_issue_Year,policy_issue_Month,policy_issue_Day,Claim_to_Income_Ratio
202,202,202,202,a3b5cece-a446-4e72-b64c-911aa9ab364a,2023-02-27,5560db22-c96b-4edb-8cf2-b69b0577aea9,0.07949654548946504,0,0,0,1,0,2023,2,27,0.0799657736338959,2021-06-18,619,0,Normal,0,Normal,0.0,2021,6,18,0.9941321377495939
203,203,203,203,c9776598-203c-4c25-bd23-5def3e5a87e3,2022-12-30,8de08fc2-c3e1-4a85-946e-f10411906f50,0.6036981547678195,0,0,0,1,0,2022,12,30,0.2000354065856249,2020-04-12,992,0,Anomaly,1,Anomaly,0.0,2020,4,12,3.017956496163629
204,204,204,204,d0243d72-3748-467f-961d-33ba350843f0,2024-07-09,c9e48e8c-25c6-4c45-863d-04ee541c7a86,0.9625319328967474,0,0,1,0,0,2024,7,9,0.9646052165702821,2022-05-20,781,0,Normal,0,Normal,0.0,2022,5,20,0.9978506402018991
205,205,205,205,46fb7bf3-00b9-44a3-9892-40ace68933a9,2024-06-19,8a4b8f7c-2147-4a15-bcce-96f6250a4578,0.7650309508520262,1,0,0,0,1,2024,6,19,0.15387112002832526,2023-06-06,379,0,Anomaly,0,Normal,0.0,2023,6,6,4.97189434060918
206,206,206,206,1c24220e-2cab-47e7-8c6b-66e5402adf9c,2023-06-24,5bb5c40c-03cd-42e3-a1bd-db4106998731,0.17441377343777983,0,0,1,0,0,2023,6,24,0.695603682284905,2022-11-09,227,1,Normal,0,Normal,0.0,2022,11,9,0.25073727738885593
207,207,207,207,96bf10ab-3ce9-45e7-89d6-a63bca3c6f5f,2021-10-16,20733f6d-0d6a-45b3-83ef-20162c9b662e,0.18072334752887997,0,0,1,0,0,2021,10,16,0.6648943703528857,2019-10-19,728,0,Normal,0,Normal,0.0,2019,10,19,0.2718076067224978
208,208,208,208,1d181ee9-86ad-4a8c-abc4-123ebde13c1b,2023-11-26,5cae9610-c72c-4fe3-b2c2-2a1679eb4168,0.9696886660199979,0,0,0,0,1,2023,11,26,0.4759648294582792,2023-02-14,285,1,Normal,0,Normal,0.5920912356351297,2023,2,14,2.037311595320293
209,209,209,209,73b6a09b-1bea-46ac-97fa-7f0483639007,2022-09-10,ba2c98ce-0b19-488e-9d77-a45ef206c269,0.33281247691613064,0,0,1,0,0,2022,9,10,0.4562728667532161,2020-07-01,801,0,Normal,0,Normal,0.0183248541694681,2020,7,1,0.7294154466917679
210,210,210,210,a8addf36-ddf2-45eb-a8a3-f341c8819065,2022-10-12,07f97d05-f6ca-4b8b-a4b1-f99175424646,0.41128822208114146,0,0,0,0,1,2022,10,12,0.2731913135843267,2020-02-13,972,0,Normal,0,Normal,0.0182167239148174,2020,2,13,1.5054952395263037
211,211,211,211,d8e88ebb-7a9e-4eef-bfa3-61be0f9240e1,2022-03-07,b65feea9-7d82-4264-9ba3-62e7afa415e5,0.8139233197624635,0,0,1,0,0,2022,3,7,0.3217219402808923,2021-10-30,128,1,Anomaly,0,Normal,0.0,2021,10,30,2.529896839027624
212,212,212,212,e63658c9-12d0-498d-b18d-4d05e8e22743,2020-07-29,204e178c-10d0-4d11-a5f9-34bf9bb96155,0.08712806004831598,0,0,0,0,1,2020,7,29,0.9050926472323853,2018-02-09,901,0,Normal,1,Normal,0.0,2018,2,9,0.09626424467676135
213,213,213,213,95da75c1-a211-40f9-9fd3-4579466772ce,2022-11-30,98eeac2b-fe9f-4caa-a182-f347533f5a72,0.40380505142352463,0,0,1,0,0,2022,11,30,0.17445414847161572,2021-10-30,396,0,Anomaly,0,Normal,0.0564673457129983,2021,10,30,2.3146772659821564
214,214,214,214,816bcb9f-7426-4193-8b7e-6b3c87d292a6,2023-03-15,1d4a3d81-b3a7-40e0-8b08-587d1963c26d,0.8698238755157885,0,0,0,0,1,2023,3,15,0.5770447303198395,2021-05-08,676,0,Normal,0,Normal,0.0,2021,5,8,1.5073768632003102
215,215,215,215,e0b15aba-a6a2-4967-a79b-44b6da509fed,2024-01-07,6e191042-370b-4063-9d90-e79eb888f6ed,0.1868277091836208,0,0,0,0,1,2024,1,7,0.6442110232503245,2022-08-16,509,0,Normal,0,Normal,0.0005984101605685,2022,8,16,0.2900101091735342
216,216,216,216,69efafb1-3a7e-4e14-a359-eee173991a47,2021-11-13,bac7e2b9-6a7e-4c36-a613-2e6974188109,0.4417381857642068,0,0,0,1,0,2021,11,13,0.8292871474094181,2020-05-20,542,0,Normal,0,Normal,0.0,2020,5,20,0.5326721716888266
217,217,217,217,50018b7b-6d40-47f4-9003-2b3518578baf,2023-07-02,afd380c4-2713-482c-b41e-a3ac5fd23109,0.9282327181884801,1,0,0,0,1,2023,7,2,0.3061843502891538,2021-01-19,894,0,Anomaly,1,Anomaly,0.0,2021,1,19,3.031613853914733
218,218,218,218,175a81ec-112f-4612-b969-9ed2ec48bf55,2024-05-01,be9d61ee-18b8-4245-ae8f-75a117dded81,0.48448470529854865,0,0,0,1,0,2024,5,1,0.802254219284787,2022-10-04,575,0,Normal,0,Normal,0.0114808835401272,2022,10,4,0.6039042159609566
219,219,219,219,214f3f12-cfd0-4cbd-9f65-c8cebd21bc11,2022-12-15,8fca7b6a-8fc4-4092-b4e5-59e596229348,0.23863433754531518,0,0,0,1,0,2022,12,15,0.5695975451433967,2021-04-24,600,0,Normal,0,Normal,0.0,2021,4,24,0.4189525386476846
220,220,220,220,692ac139-1f4a-4ca1-ab85-fd595463adc7,2021-12-10,6c4596f6-c012-40ff-b0ed-e303aa53c19c,0.40762738602462834,1,0,0,1,0,2021,12,10,0.009335536409772222,2020-07-12,516,0,Anomaly,1,Anomaly,0.0,2020,7,12,43.66405615406668
221,221,221,221,0d2b91ef-b897-4ec5-aa74-bb18de3b496f,2025-01-06,1a85910d-5a05-4c11-8ffc-a6b199b479d4,0.4611795343701485,0,0,0,1,0,2025,1,6,0.8926354301900155,2024-04-14,267,1,Normal,1,Anomaly,0.0089659144649049,2024,4,14,0.516649371930013
222,222,222,222,279c658a-3676-4ce5-81e5-c9f693f277cc,2023-06-16,59a1120e-1bb4-4332-98e7-012f39681c81,0.9332219708448579,1,0,0,0,1,2023,6,16,0.3645757110822613,2023-02-14,122,1,Anomaly,0,Normal,0.0,2023,2,14,2.5597480646051314
223,223,223,223,1d691fba-5e18-4b24-8e67-6a01d86a6460,2023-12-27,6dda4f8d-cea6-4f4c-b9e5-8ff092f837d4,0.2728224461120035,0,0,0,0,1,2023,12,27,0.07919272984775166,2022-02-24,671,0,Anomaly,0,Anomaly,0.0,2022,2,24,3.4450440922608143
224,224,224,224,c4767556-f97b-42dd-8f9b-72aed85c16bd,2024-04-07,8e867f3c-a487-4eab-accb-461a9d132363,0.5511562830320683,0,0,0,0,1,2024,4,7,0.74441756166647,2024-01-15,83,1,Normal,0,Normal,0.0,2024,1,15,0.7403859223823755
225,225,225,225,a867a096-edd8-47c8-9be7-173706b89231,2024-04-27,45f50c52-2e2f-4f77-8769-79d644777442,0.7465302604356292,0,0,0,1,0,2024,4,27,0.8589991738463354,2023-09-25,215,1,Normal,0,Normal,0.0,2023,9,25,0.8690698235399869
226,226,226,226,ebe9e207-4f19-4ec0-832d-4526b3e4110a,2021-11-14,24ac2130-deaf-428d-ae70-983801902620,0.7903216634107237,0,0,0,0,1,2021,11,14,0.4470907588811519,2019-06-16,882,0,Normal,0,Normal,0.0,2019,6,16,1.7676984990441535
227,227,227,227,11d059b2-6699-4d99-a847-bce790fa6b57,2020-11-18,177d6e7e-07d9-44ce-b8c8-8faea2178f84,0.2665592168413434,0,0,0,1,0,2020,11,18,0.8566918446831111,2019-12-29,325,1,Normal,0,Normal,0.0,2019,12,29,0.3111494739861137
228,228,228,228,604e46cb-3712-42d1-87cd-b6a1bf012e32,2022-04-10,4fc77768-5ebb-4ca5-a84b-f9625744f596,0.5868923895531084,0,0,1,0,0,2022,4,10,0.88517054172076,2019-08-04,980,0,Normal,0,Normal,0.0,2019,8,4,0.6630274753746291
229,229,229,229,f10013a7-c6de-42f0-930a-c1c7b8ba8368,2023-01-04,27d415b6-0d77-45a0-a222-b6a615bfbe97,0.5384493023080732,0,0,0,0,1,2023,1,4,0.20124513159447655,2022-02-14,324,1,Anomaly,0,Anomaly,0.0,2022,2,14,2.675589208255171
230,230,230,230,0cbd3c03-9e2a-44ac-8122-b5b3284c03d2,2023-07-18,6c8c3b6a-a974-4079-b16f-da0a45a88829,0.37679209248078566,0,0,0,0,1,2023,7,18,0.9070695149297769,2022-03-02,503,0,Normal,0,Normal,0.0,2022,3,2,0.41539494633986895
231,231,231,231,6a07f213-7129-4ec7-9b69-554d7c54535f,2021-07-16,585d3f86-1d23-44e6-8329-20b7c143f426,0.23814154436727278,0,0,0,0,1,2021,7,16,0.09418741885990795,2019-01-07,921,0,Normal,0,Normal,0.0,2019,1,7,2.528379556949943
232,232,232,232,ad9fb00d-4882-473c-9c63-45ab6e0ed1e8,2023-07-26,4ef492c1-aac9-4316-86e5-27537c93f6cc,0.042636627667534,0,0,1,0,0,2023,7,26,0.6235689838309926,2021-09-21,673,0,Normal,0,Normal,0.0,2021,9,21,0.06837515779824274
233,233,233,233,fc04a168-652f-4b49-b873-e57f0ba078e8,2023-03-03,f200c261-4d29-41ab-b455-12f701f7c7ec,0.38082024665563424,0,0,1,0,0,2023,3,3,0.9034993508792635,2022-10-04,150,1,Normal,0,Normal,0.0,2022,10,4,0.4214947650875779
234,234,234,234,c3a00c6f-2321-41e1-8471-04c036136e15,2021-06-13,7f54a511-01fa-464e-9eb7-4b5653ffd3a2,0.1512873032798978,0,0,0,1,0,2021,6,13,0.7769444116605689,2019-02-27,837,0,Normal,0,Normal,0.0,2019,2,27,0.19472088480120522
235,235,235,235,2112507c-2cfa-45b0-ae3f-683abf3c5140,2022-01-27,8f0881ee-8011-416b-bae8-8926b423ccde,0.3314964054431081,0,0,0,1,0,2022,1,27,0.5549451197922813,2021-10-02,117,1,Normal,0,Normal,0.0058994736160864,2021,10,2,0.5973498885208484
236,236,236,236,5aaab32f-ce63-42b6-ab05-347fd556b37d,2020-07-13,6fac1673-0ad4-4230-bdf6-6ba5dc9c96de,0.5257973687070463,0,0,0,0,1,2020,7,13,0.6546441638144695,2018-09-02,680,0,Normal,0,Normal,0.0,2018,9,2,0.8031804112379756
237,237,237,237,13eecdc6-ebd1-4d2c-b5b2-745504cc3ede,2024-06-26,67884209-92ca-425a-ade5-93329364f3d0,0.8713921113829962,0,0,0,1,0,2024,6,26,0.663684645344034,2022-06-15,742,0,Normal,0,Normal,0.6973796043916161,2022,6,15,1.3129610839968926
238,238,238,238,4a1dab32-6aed-4dc7-a3e0-5309b5a1b949,2020-09-30,2bffe17b-5324-41fc-b758-dce20556daea,0.7818255852146665,1,0,0,0,1,2020,9,30,0.19856603328219047,2019-04-12,537,0,Anomaly,0,Normal,0.0,2019,4,12,3.937358128636138
239,239,239,239,75c8e90d-9e3d-450d-b296-d9f0cd2372c2,2024-05-02,6fcc57dd-168f-4e12-9ca2-60c9eb7607c9,0.6499029288509864,0,0,0,0,1,2024,5,2,0.367927534521421,2022-09-02,608,0,Normal,0,Normal,0.0,2022,9,2,1.7663883995427057
240,240,240,240,6f887f28-3e49-4d09-9b19-d8b8d8302081,2023-02-12,dedab027-6550-474a-9422-373f862268d1,0.3795964600652349,0,0,0,0,1,2023,2,12,0.504661867107282,2022-08-10,186,1,Normal,0,Normal,0.0,2022,8,10,0.7521797956344095
241,241,241,241,38b8f24e-56ea-47b3-beed-10b64f6e274b,2021-11-02,a21b0307-82af-485c-938d-994c2b0abedd,0.48772621180068654,0,0,1,0,0,2021,11,2,0.48534757464888467,2019-10-17,747,0,Normal,0,Normal,0.0,2019,10,17,1.0049008942787498
242,242,242,242,31a3ac4d-828c-47e7-87d5-b7be1d30d990,2024-09-14,f54e2019-ba35-444e-99e1-ac095970a859,0.6311941926904301,0,0,0,0,1,2024,9,14,0.3494098902395846,2024-08-01,44,1,Normal,0,Normal,0.0,2024,8,1,1.806457717203227
243,243,243,243,25cf0041-d0a6-43fe-a53b-c024d1a69d87,2021-05-09,2c6a6e9a-3280-47a1-8187-222b257d5e52,0.43365435385302536,0,0,0,1,0,2021,5,9,0.5569101852944648,2020-05-03,371,0,Normal,0,Normal,0.0,2020,5,3,0.778679157436727
244,244,244,244,c257cf73-c29d-482b-a722-796e9a36d1ec,2023-06-14,a0c14035-c5d9-4f51-b387-e1bd2d5972c6,0.0995976500545108,0,0,0,1,0,2023,6,14,0.5188717101380856,2022-10-30,227,1,Normal,0,Normal,0.0218356590749325,2022,10,30,0.19195043419886043
245,245,245,245,9050f7ef-c123-4c91-b6c5-a0dc7e7e7419,2023-12-22,e1cde87f-ec95-4f87-ae5e-c36572eb7474,0.04498442793795299,0,0,0,1,0,2023,12,22,0.195603682284905,2021-09-28,815,0,Normal,1,Normal,0.0,2021,9,28,0.22997740846428072
246,246,246,246,fc8d5b93-a2a2-491f-a49b-1cd99082889b,2023-04-19,50ee7a92-a091-41e0-b891-b0c3dd3f487e,0.14474013609186878,0,0,1,0,0,2023,4,19,0.3202171603918329,2021-05-05,714,0,Normal,0,Normal,0.0,2021,5,5,0.45200618203833265
247,247,247,247,780b3657-117b-455b-b094-4bdb26a524e3,2022-05-20,97674900-4651-4367-8bdc-43184d85a3d2,0.17928868188652156,0,0,0,1,0,2022,5,20,0.7148825681576774,2020-07-03,686,0,Normal,0,Normal,0.0180342817384159,2020,7,3,0.2507945918286497
248,248,248,248,12fe28bf-81e0-4489-9a18-e2a30e614bcd,2021-09-22,5e659654-0e90-48b6-89a0-a0f673b0a091,0.619723141304548,0,0,0,1,0,2021,9,22,0.9286557299657736,2021-08-08,45,1,Normal,0,Normal,0.0,2021,8,8,0.6673335675507955
249,249,249,249,a508dc95-13a4-4492-897d-e16dd4ea120a,2024-06-29,98159d6c-9d71-4084-971d-abf9daf481a7,0.23151281839043425,0,0,1,0,0,2024,6,29,0.9504366812227074,2023-09-02,301,1,Normal,0,Normal,0.0,2023,9,2,0.24358573586680193
250,250,250,250,949077c2-7674-456f-a26d-719d81cf3252,2022-12-11,0a8076ec-e558-4e16-bd29-ede9cab4923b,0.008325877348938651,0,0,0,0,1,2022,12,11,0.8152543373067391,2022-04-23,232,1,Normal,1,Anomaly,0.0,2022,4,23,0.010212613374672599
251,251,251,251,925817b7-cf50-4889-a8b7-7f7b7321bf6b,2023-06-07,80599b93-79c2-42e4-9ae1-a991524f93ff,0.15716803599758036,0,0,0,0,1,2023,6,7,0.20581258114009204,2022-09-15,265,1,Normal,0,Normal,0.0,2022,9,15,0.7636463967700768
252,252,252,252,73557b9d-0fd6-447e-b52d-4af2269ed4c9,2020-09-09,fb7d9f1c-57eb-49b1-965e-59dde62d2d06,0.2985976543044725,0,0,0,0,1,2020,9,9,0.4693615012392305,2020-04-15,147,1,Normal,0,Normal,0.0,2020,4,15,0.6361784115571917
253,253,253,253,a56895c6-812a-4f9b-9596-9802b6dd6257,2021-01-13,fdb1429e-7010-4d13-b526-b22d3f6c21f7,0.30157019894475473,0,0,0,0,1,2021,1,13,0.8648648648648649,2019-04-01,653,0,Normal,0,Normal,0.0,2019,4,1,0.34869054252987264
254,254,254,254,9c1c3517-85d2-40a6-8629-5b5d707df251,2020-12-19,632dbb5e-486b-46bf-aafd-e7d95f733a3e,0.380953614501355,0,0,0,0,1,2020,12,19,0.9582084267673787,2018-04-24,970,0,Normal,1,Normal,0.0692820002316758,2018,4,24,0.39756863314857693
255,255,255,255,adcc3daf-569f-4ab3-8643-530068a51c68,2023-03-01,55ab946d-a5b5-4dc2-a181-c85eca0ac6ac,0.2946670468695895,0,0,1,0,0,2023,3,1,0.2705299185648531,2021-08-24,554,0,Normal,0,Normal,0.0,2021,8,24,1.0892216595960351
256,256,256,256,8ed6ad5e-1831-4aa3-9466-9d1910df9974,2023-07-26,da003f16-b946-4bcf-8082-cbb948bddb3e,0.865516235764399,1,1,1,0,0,2023,7,26,0.07622447775286201,2023-04-05,112,1,Anomaly,1,Anomaly,0.7192988140104409,2023,4,5,11.354833267216467
257,257,257,257,9a4a99b2-e806-433c-b6e3-9356a8149562,2024-07-16,a9e27ba9-952e-4abb-94dd-5061555736f8,0.7454078657886379,1,0,0,0,1,2024,7,16,0.2580195916440458,2023-11-27,232,1,Anomaly,0,Normal,0.0,2023,11,27,2.88895839668243
258,258,258,258,4f6b58c8-598d-4aec-aaaf-e5432434a678,2025-01-04,2102f9c9-6457-4bc4-a981-b098b2cf952d,0.8022685081278492,0,0,0,1,0,2025,1,4,0.42322672016995166,2023-11-23,408,0,Normal,1,Anomaly,0.0,2023,11,23,1.895599852026566
259,259,259,259,15b02530-f020-4992-b576-255e98549f22,2021-09-20,54170a17-caaa-4bbe-a4bb-f962606e0e1c,0.67788042672044,0,0,1,0,0,2021,9,20,0.5238699398088045,2019-10-11,710,0,Normal,0,Normal,0.0807203037208839,2019,10,11,1.2939861122167926
260,260,260,260,b3ecb951-ab8c-4f97-a0b7-1785d02ce0c1,2024-04-26,e99630f7-af77-420e-bf46-25afbd20563b,0.13593401307085837,0,0,0,1,0,2024,4,26,0.966015578897675,2024-01-11,106,1,Normal,0,Normal,0.0018004593307956,2024,1,11,0.14071617067084294
261,261,261,261,aba301cb-a561-41e9-97ec-889c86c1b6cb,2022-04-16,4f11d8dc-5cd3-4369-84aa-c1b75ca0c428,0.3083936136432675,0,0,0,0,1,2022,4,16,0.47552224713796765,2020-10-25,538,0,Normal,0,Normal,0.0088722398047836,2020,10,25,0.6485366678413059
262,262,262,262,577bc55a-36d5-4494-b37f-d50d2e25b5ee,2024-11-29,fffe77c8-39fe-499c-b127-41487c7c404e,0.1305570020041605,0,0,0,0,1,2024,11,29,0.5575888115189426,2023-05-31,548,0,Normal,0,Normal,0.0,2023,5,31,0.23414566308909013
263,263,263,263,4bb907ec-13c1-4754-a7aa-7cbc23377bbc,2024-05-24,8a2e6a93-c558-4bb2-81f7-f3fb19e45c6a,0.2000633041914134,0,0,1,0,0,2024,5,24,0.34778118730083796,2023-06-12,347,1,Normal,0,Normal,0.0,2023,6,12,0.5752562573729858
264,264,264,264,86cac6f4-e238-4e93-bd17-c5e8d5ca69ab,2020-05-11,9e374f7a-c42c-4c39-a05b-46c556363094,0.5015980867886702,0,0,0,0,1,2020,5,11,0.5656084031629883,2019-01-15,482,0,Normal,0,Normal,0.0,2019,1,15,0.8868292691262004
265,265,265,265,277d1be9-6070-46a1-98e5-2499218c6e1c,2020-12-25,9feefdff-c566-4a81-b15e-54f6d4d30795,0.8250669217183364,1,0,0,0,1,2020,12,25,0.06157205240174671,2018-08-31,847,0,Anomaly,1,Anomaly,0.7134850077029291,2018,8,31,13.40002305485809
266,266,266,266,b89f72f3-2a60-4652-a714-7668cf1d7d3a,2022-05-12,b836c448-ad26-4ec5-9d42-b9e9692e07b6,0.2945775952947662,0,0,0,0,1,2022,5,12,0.7515047798890594,2019-12-24,870,0,Normal,0,Normal,0.0,2019,12,24,0.3919836615520304
267,267,267,267,9c4ffb46-71b7-41aa-b836-f5713ccec76c,2021-08-06,3be79df4-72ec-416e-88a7-23e9bfa016c2,0.07434498477198245,0,0,0,1,0,2021,8,6,0.8938864628820962,2021-06-30,37,1,Normal,1,Normal,0.0,2021,6,30,0.08317050079523194
268,268,268,268,f7315749-4f39-49a8-bd3a-258288b4f474,2024-03-20,31ab0b56-d5c9-4dc7-a76a-dca978116802,0.9805950796371989,0,0,1,0,0,2024,3,20,0.4811341909595185,2023-05-20,305,1,Normal,0,Normal,0.0,2023,5,20,2.0380906160121635
269,269,269,269,92070158-f277-4f63-ada5-84175e2ad32d,2025-02-04,c7332304-4822-4120-84f9-eccd7630a8a7,0.01285512224610071,0,0,1,0,0,2025,2,4,0.4794877847279594,2023-07-01,584,0,Normal,1,Anomaly,0.0,2023,7,1,0.026810114158370372
270,270,270,270,6b2d5b09-8707-4ad4-80be-7e3561c2645a,2025-01-02,9acb394a-cd1f-4318-b31f-63fbd11fc8c0,0.7492540811269117,1,0,0,0,1,2025,1,2,0.25642039419331997,2023-12-14,385,0,Anomaly,1,Anomaly,0.0,2023,12,14,2.921975389219765
271,271,271,271,0d5ba7cd-4000-45f0-9f7d-0dd7236e1608,2023-05-19,ef2ddcc4-8df6-41da-9f07-c1a5dfc620ce,0.9408743304539504,1,0,0,1,0,2023,5,19,0.37196388528266255,2023-04-10,39,1,Anomaly,0,Normal,0.0,2023,4,10,2.529477639311574
272,272,272,272,8412a335-d88c-456d-b61e-5fdb1a435206,2024-06-06,290a3abb-c35b-4fea-9578-d70948f9e3d0,0.6195594165895433,0,0,1,0,0,2024,6,6,0.4014280656202054,2022-06-12,725,0,Normal,0,Normal,0.0,2022,6,12,1.5433883917217535
273,273,273,273,836b15c7-e7c2-45da-b306-958845d5a68d,2020-11-28,e916da57-f248-43ab-977a-8a5f6ffe33b3,0.6477148057130009,1,0,1,0,0,2020,11,28,0.19995869231677094,2019-08-30,456,0,Anomaly,0,Anomaly,0.0,2019,8,30,3.239243056695444
274,274,274,274,e27718c5-737d-4fb6-9113-76e038d77b9a,2021-12-02,657e01c9-0da2-4e5c-aa36-af1806d3db93,0.3016388054693364,0,0,0,0,1,2021,12,2,0.8986014398678155,2020-07-13,507,0,Normal,0,Normal,0.0,2020,7,13,0.3356758537062967
275,275,275,275,62dbc850-3c5b-43a7-9fbb-f0b1808389c8,2025-02-22,519554e3-0737-4c86-b97b-5f515ffa46ef,0.036190042906399045,0,0,0,0,1,2025,2,22,0.18498760769503125,2025-01-06,47,1,Normal,1,Anomaly,0.0300375817983868,2025,1,6,0.19563495824034652
276,276,276,276,b6f6dbf1-d6d4-41cc-995d-82f8ee4a9b5d,2023-06-04,09ce3cfb-2339-4a19-a563-7cc3ca97ebf5,0.5374135259281057,1,0,0,0,1,2023,6,4,0.008645107990086137,2021-11-22,559,0,Anomaly,1,Anomaly,0.0,2021,11,22,62.16388812544504
277,277,277,277,78f2ce6b-d46b-415d-aada-79a34970ed9a,2023-08-27,781799ff-b49e-44cc-8243-69e72387eaf6,0.7433723365135864,1,0,1,0,0,2023,8,27,0.24422872654313704,2023-04-19,130,1,Anomaly,0,Normal,0.2747749348563713,2023,4,19,3.0437547091017065
278,278,278,278,e7e646c7-0158-4463-9d87-76a072d78bdd,2020-07-26,2646eaf9-d5c0-444d-b735-262d41843b03,0.15370917431136957,0,0,0,0,1,2020,7,26,0.5886934969904403,2017-12-04,965,0,Normal,1,Normal,0.0,2017,12,4,0.26110221209707984
279,279,279,279,9bdf90f2-ba2c-4f19-b0b2-a5d18c7e6f42,2022-10-24,3cd5fd7f-49c1-4669-86b3-3fe61c76bdf6,0.6156577493700444,0,0,0,0,1,2022,10,24,0.8452142098430309,2021-03-13,590,0,Normal,0,Normal,0.0,2021,3,13,0.7284043999738024
280,280,280,280,3d0a5f0c-0c39-4ec7-9f31-74054d183eba,2022-04-10,10142131-7505-45f5-9f70-8368cb3cf8ca,0.3701000218367079,0,0,0,0,1,2022,4,10,0.709707305558834,2021-03-01,405,0,Normal,0,Normal,0.0149417236872926,2021,3,1,0.5214826153512478
281,281,281,281,7ff4cec6-e7b7-44c6-9631-2a801c612ec2,2023-02-27,93364f7e-83ef-49f3-a1c7-cc8a04351b64,0.36224224741212746,0,0,1,0,0,2023,2,27,0.3030390652661395,2021-12-12,442,0,Normal,0,Normal,0.0108699091614855,2021,12,12,1.195364852033165
282,282,282,282,4a90cd0c-24c1-43b9-b7f2-85723defa849,2022-04-27,92170475-3d95-4e3f-9a52-26e69d642932,0.6448843312209674,1,0,0,1,0,2022,4,27,0.09402808922459577,2019-10-01,939,0,Anomaly,1,Anomaly,0.0,2019,10,1,6.858422164472521
283,283,283,283,ab1021ce-aa14-4cd8-aff3-cde46aa42c9f,2020-08-07,f4124360-1153-4e99-9c50-8720f982f4e0,0.12128864505352016,0,0,0,0,1,2020,8,7,0.40633777882686184,2018-09-17,690,0,Normal,0,Normal,0.0,2018,9,17,0.29849216925803135
284,284,284,284,c9525185-81e0-4a5e-8b48-f49686abd4e7,2025-02-11,df92a621-63f4-469d-8534-a1018ddce719,0.6395409150896104,0,0,0,1,0,2025,2,11,0.8756756756756756,2024-11-24,79,1,Normal,1,Anomaly,0.0,2024,11,24,0.7303399338986293
285,285,285,285,630aa767-a2bb-422b-8b25-1279785ac5d0,2025-01-29,5b6a8102-0428-4378-bf50-23f440ef3935,0.33301343939079026,0,0,0,1,0,2025,1,29,0.02729847751681813,2024-01-11,384,0,Anomaly,1,Anomaly,0.0,2024,1,11,12.198974803104909
286,286,286,286,3dba6da8-5844-49fc-914b-9547c9dc72b8,2023-11-03,94f79dba-c581-4d2d-9a89-b71ea0d572c8,0.8302039111385627,0,0,1,0,0,2023,11,3,0.483754278295763,2021-11-07,726,0,Normal,0,Normal,0.0,2021,11,7,1.7161686178018327
287,287,287,287,2227219f-551f-4086-81b5-b5cabc3536df,2020-05-24,a48e40f1-d042-4dfa-96ab-087a8bc78e81,0.21524679831159138,0,0,0,1,0,2020,5,24,0.6666824029269445,2017-10-22,945,0,Normal,0,Normal,0.0,2017,10,22,0.3228625764930806
288,288,288,288,af475b49-c775-4395-9494-05f02cd2a404,2022-06-30,2ea9c542-a1b9-40d0-ba81-04deb20507bb,0.90104287988738,0,0,0,1,0,2022,6,30,0.56559660096778,2021-04-08,448,0,Normal,0,Normal,0.0,2021,4,8,1.5930839724737123
289,289,289,289,b74eba93-1027-4b53-a285-b2efcfbe4fe9,2024-01-21,339b77a8-4b1f-4d7b-8977-c513752a7d25,0.9846881975123152,0,0,0,1,0,2024,1,21,0.51919036940871,2021-06-14,951,0,Normal,1,Anomaly,0.699288120186543,2021,6,14,1.8965840961837301
290,290,290,290,e2c328aa-3310-4475-8a86-22250b36e356,2020-05-19,65f202f9-83f0-4dc7-8f61-2217eef16694,0.10903337454446987,0,0,0,1,0,2020,5,19,0.09309571580313936,2019-12-11,160,1,Normal,0,Normal,0.0,2019,12,11,1.1711964788479887
291,291,291,291,7930ba20-8b04-4f49-90be-73eefd372539,2021-06-09,493e904d-30ec-4796-a59b-457fc0d7ac73,0.7887441181036022,1,0,1,0,0,2021,6,9,0.0292930485070223,2019-04-23,778,0,Anomaly,1,Anomaly,0.0,2019,4,23,26.92598272639735
292,292,292,292,0c3ce284-c7e5-4bbb-9cb5-1c535b62a8df,2024-07-02,cca1b45c-1fdd-480a-85f1-861954f90429,0.05140389389586096,0,0,1,0,0,2024,7,2,0.7055529328455092,2024-03-21,103,1,Normal,1,Anomaly,0.0505994593652915,2024,3,21,0.0728561834312672
293,293,293,293,6667d3bb-e3b5-4360-afdc-0bad5e368127,2023-11-22,56cb1ab0-62fb-46d7-b4db-ca07e506f670,0.06258270982010315,0,0,0,0,1,2023,11,22,0.6379381564971085,2022-07-29,481,0,Normal,0,Normal,0.0,2022,7,29,0.09810153097557633
294,294,294,294,b12b6680-7f07-4cb9-afd3-40c0f945f2fd,2022-08-29,4447ceab-84ef-4324-8c1b-4157ec9f9c54,0.10815950146734986,0,0,1,0,0,2022,8,29,0.18394311341909597,2021-09-30,333,1,Normal,0,Normal,0.0205643259283335,2021,9,30,0.5880051688639153
