,Claim_ID,Policyholder_ID,Claim_Amount,Claim_Type,Suspicious_Flags,Fraud_Label,Year,Month,Day,Month_name
174,2e183554-cae2-4e66-ae8a-781390e0a95b,61ee6c5b-deef-480f-9c07-a75114374509,14078.41,Medical,False,0,2021,7,11,July
175,7f671eec-3da7-4577-aee1-e86b9ea556aa,a34db7c5-760d-4bbb-bb70-b3a124a35cf2,32074.55,Vehicle,True,0,2025,3,29,March
176,aab612c9-415d-474a-b5a6-69814104a8b5,49a23a89-e6b5-492c-b71a-d655cdfc6ee0,28916.18,Vehicle,False,1,2020,9,21,September
177,12e89d10-2871-4733-8bed-db12ad77e82f,4c955f6a-966b-4964-bcd6-bdca5876fd09,17364.94,Medical,False,1,2022,11,20,November
178,b0b862ef-6c9f-42b9-b647-8986a3917c99,ffd6f232-32ff-4294-8d57-d880d865d69a,6147.31,Medical,False,1,2021,12,4,December
179,1b4da0fe-7bb3-4605-9a74-3152627b41a1,4bbe4aff-9326-4ffd-9be4-bf5192698698,4167.07,Home Damage,True,0,2021,11,11,November
180,059dd55d-4b94-4e30-b303-f438fe2110d0,0212b554-4644-48b4-a553-867da881bfd3,7885.28,Home Damage,False,0,2025,7,26,July
181,c73f6e1b-af90-4e3c-9d75-0e9890e0b95f,bec39a37-9b3d-44bd-a91e-314e0c8e29e3,49698.95,Medical,False,0,2024,5,26,May
182,e726be23-e776-4886-9534-ee1d7f2984f5,cd4b69a9-9b68-4c88-bae9-09fecc8218da,38896.83,Vehicle,False,1,2022,2,8,February
183,30ac7d7b-a2f9-43a3-b810-ae665a31b4cc,c478f6f1-b88e-4318-816d-83edad81f8bd,15218.98,Home Damage,False,1,2023,10,13,October
184,2303f6c6-d69d-42f1-ae4c-84ffa8c01f05,0a17991e-a576-4411-a0a1-1839e7457704,28647.16,Medical,True,0,2023,10,26,October
185,088a93ec-70d9-49f8-89e2-60744f1639a0,e8dd5e5a-1712-4b16-a1a4-344fbb7bee03,31462.99,Vehicle,True,0,2023,7,29,July
186,6a5e6920-bf5a-47e6-93a3-dd5a4b8c5bdc,e05fb8bc-8a16-406c-8958-e75e21d53971,12373.33,Home Damage,True,0,2021,7,21,July
187,80759f1f-87e5-40fe-9da8-d6d2f8b38a8b,e9ff1cae-41c8-4a8c-aa1f-955ad499da99,632.45,Vehicle,False,1,2025,3,30,March
188,f7a67b94-7b5a-411a-b1b6-4afed31edf1a,cde22f1c-56b6-4afc-9ed2-55d0bf1e8366,2115.67,Vehicle,False,1,2024,9,16,September
189,1346d1a9-f680-4cdb-b7e4-90c71d7bc313,ad238d36-dc32-4c97-b9c1-e262f76c8ede,4023.4,Medical,False,0,2021,5,19,May
190,65bcc272-fadd-4ea3-aca5-e2fdb966442a,171e16cc-5da3-4f1b-8eac-0a33cdf974a7,21544.38,Home Damage,True,0,2025,7,7,July
191,43b38eb4-0390-4c5d-a502-d6a2ca6a2224,bfbf397b-ac3e-4b0d-9e5b-a13d746cdb77,45466.37,Medical,True,0,2023,5,12,May
192,618ae305-95a5-4afa-831d-029fac1e86d8,acc216a0-1bbc-41f7-9f18-e583f0b6f83f,8713.18,Vehicle,False,1,2024,10,15,October
193,9e9a9f83-0668-43ee-b8b2-b5493bdbc09e,9c2e58de-ea4e-4617-93f8-382b8fb864e4,6655.51,Home Damage,False,1,2025,2,5,February
194,a2a9d4d8-102e-4de5-a5cc-8bf738ab854c,a6348e78-4d5c-45c7-b379-cb1ee8cda0cc,47162.47,Home Damage,False,1,2024,10,18,October
195,0b9bd934-23c8-4d30-9dde-7969688613db,1dba1267-7e1c-45a1-bef5-18a64dead645,4481.87,Medical,False,1,2025,5,29,May
196,899ca782-e323-4d1a-bc1b-dacc18e19331,f30a9e32-aba4-4c03-9efa-9c5b7421ff46,30383.83,Medical,True,0,2021,5,9,May
197,8a4a0e2d-f22b-4b98-b24c-c64fbe3e6e57,e2aa7a5d-278e-400d-ba02-66efbe055787,48114.6,Home Damage,True,1,2022,10,9,October
198,d56ce8ea-1959-4b5a-a7a8-f6366a35df59,479d0cda-f396-4a37-b065-c817687a4850,29024.23,Medical,False,1,2023,2,15,February
199,379efc6e-5edb-4d3c-b0b6-3bcf08601833,5cd8fe1a-dafe-48a9-bc71-e0bef3579560,45845.6,Medical,False,1,2022,11,23,November
200,5e09a9ee-af88-4dec-bb1e-143b196f4dfa,0f8035f5-5bd2-4c98-a513-5ea0fa53e34d,48468.23,Vehicle,False,1,2023,5,26,May
201,f7dc67e0-3097-4b2b-86a0-2a9b65ec7acd,1777e8cb-7468-4b98-92fe-2fded918b3e5,16998.77,Home Damage,True,0,2021,4,15,April
202,a3b5cece-a446-4e72-b64c-911aa9ab364a,5560db22-c96b-4edb-8cf2-b69b0577aea9,16825.28,Home Damage,False,1,2023,8,30,August
203,c9776598-203c-4c25-bd23-5def3e5a87e3,8de08fc2-c3e1-4a85-946e-f10411906f50,33297.89,Vehicle,True,1,2023,7,2,July
204,d0243d72-3748-467f-961d-33ba350843f0,c9e48e8c-25c6-4c45-863d-04ee541c7a86,4858.96,Vehicle,False,0,2025,1,9,January
205,46fb7bf3-00b9-44a3-9892-40ace68933a9,8a4b8f7c-2147-4a15-bcce-96f6250a4578,48524.14,Vehicle,True,1,2024,12,20,December
206,1c24220e-2cab-47e7-8c6b-66e5402adf9c,5bb5c40c-03cd-42e3-a1bd-db4106998731,20955.75,Medical,False,1,2023,12,25,December
207,96bf10ab-3ce9-45e7-89d6-a63bca3c6f5f,20733f6d-0d6a-45b3-83ef-20162c9b662e,31457.73,Medical,True,1,2022,4,18,April
208,1d181ee9-86ad-4a8c-abc4-123ebde13c1b,5cae9610-c72c-4fe3-b2c2-2a1679eb4168,27686.37,Vehicle,False,1,2024,5,28,May
209,73b6a09b-1bea-46ac-97fa-7f0483639007,ba2c98ce-0b19-488e-9d77-a45ef206c269,6510.59,Home Damage,True,0,2023,3,13,March
210,a8addf36-ddf2-45eb-a8a3-f341c8819065,07f97d05-f6ca-4b8b-a4b1-f99175424646,15882.13,Medical,False,0,2023,4,14,April
211,d8e88ebb-7a9e-4eef-bfa3-61be0f9240e1,b65feea9-7d82-4264-9ba3-62e7afa415e5,11622.68,Medical,False,0,2022,9,7,September
212,e63658c9-12d0-498d-b18d-4d05e8e22743,204e178c-10d0-4d11-a5f9-34bf9bb96155,32561.63,Medical,False,1,2021,1,29,January
213,95da75c1-a211-40f9-9fd3-4579466772ce,98eeac2b-fe9f-4caa-a182-f347533f5a72,25689.16,Vehicle,False,1,2023,6,2,June
214,816bcb9f-7426-4193-8b7e-6b3c87d292a6,1d4a3d81-b3a7-40e0-8b08-587d1963c26d,49022.11,Medical,False,0,2023,9,15,September
215,e0b15aba-a6a2-4967-a79b-44b6da509fed,6e191042-370b-4063-9d90-e79eb888f6ed,19487.51,Home Damage,True,0,2024,7,9,July
216,69efafb1-3a7e-4e14-a359-eee173991a47,bac7e2b9-6a7e-4c36-a613-2e6974188109,14174.25,Vehicle,False,1,2022,5,16,May
217,50018b7b-6d40-47f4-9003-2b3518578baf,afd380c4-2713-482c-b41e-a3ac5fd23109,41117.2,Vehicle,False,1,2024,1,2,January
218,175a81ec-112f-4612-b969-9ed2ec48bf55,be9d61ee-18b8-4245-ae8f-75a117dded81,43330.4,Vehicle,False,1,2024,11,1,November
219,214f3f12-cfd0-4cbd-9f65-c8cebd21bc11,8fca7b6a-8fc4-4092-b4e5-59e596229348,16955.78,Home Damage,False,1,2023,6,17,June
220,692ac139-1f4a-4ca1-ab85-fd595463adc7,6c4596f6-c012-40ff-b0ed-e303aa53c19c,46676.19,Medical,True,1,2022,6,12,June
221,0d2b91ef-b897-4ec5-aa74-bb18de3b496f,1a85910d-5a05-4c11-8ffc-a6b199b479d4,12061.34,Vehicle,True,1,2025,7,9,July
222,279c658a-3676-4ce5-81e5-c9f693f277cc,59a1120e-1bb4-4332-98e7-012f39681c81,37362.91,Home Damage,False,1,2023,12,17,December
223,1d691fba-5e18-4b24-8e67-6a01d86a6460,6dda4f8d-cea6-4f4c-b9e5-8ff092f837d4,49426.49,Home Damage,True,1,2024,6,28,June
224,c4767556-f97b-42dd-8f9b-72aed85c16bd,8e867f3c-a487-4eab-accb-461a9d132363,48258.81,Medical,False,0,2024,10,8,October
225,a867a096-edd8-47c8-9be7-173706b89231,45f50c52-2e2f-4f77-8769-79d644777442,43772.42,Vehicle,True,1,2024,10,28,October
226,ebe9e207-4f19-4ec0-832d-4526b3e4110a,24ac2130-deaf-428d-ae70-983801902620,1259.71,Medical,False,0,2022,5,17,May
227,11d059b2-6699-4d99-a847-bce790fa6b57,177d6e7e-07d9-44ce-b8c8-8faea2178f84,4204.0,Vehicle,False,1,2021,5,21,May
228,604e46cb-3712-42d1-87cd-b6a1bf012e32,4fc77768-5ebb-4ca5-a84b-f9625744f596,32666.91,Vehicle,False,1,2022,10,11,October
229,f10013a7-c6de-42f0-930a-c1c7b8ba8368,27d415b6-0d77-45a0-a222-b6a615bfbe97,31526.56,Vehicle,True,0,2023,7,7,July
230,0cbd3c03-9e2a-44ac-8122-b5b3284c03d2,6c8c3b6a-a974-4079-b16f-da0a45a88829,12121.13,Home Damage,False,0,2024,1,18,January
231,6a07f213-7129-4ec7-9b69-554d7c54535f,585d3f86-1d23-44e6-8329-20b7c143f426,37464.94,Vehicle,True,0,2022,1,16,January
232,ad9fb00d-4882-473c-9c63-45ab6e0ed1e8,4ef492c1-aac9-4316-86e5-27537c93f6cc,22462.09,Home Damage,False,0,2024,1,26,January
233,fc04a168-652f-4b49-b873-e57f0ba078e8,f200c261-4d29-41ab-b455-12f701f7c7ec,2776.55,Medical,False,1,2023,9,3,September
234,c3a00c6f-2321-41e1-8471-04c036136e15,7f54a511-01fa-464e-9eb7-4b5653ffd3a2,19054.63,Medical,True,1,2021,12,14,December
235,2112507c-2cfa-45b0-ae3f-683abf3c5140,8f0881ee-8011-416b-bae8-8926b423ccde,28513.44,Medical,True,0,2022,7,30,July
236,5aaab32f-ce63-42b6-ab05-347fd556b37d,6fac1673-0ad4-4230-bdf6-6ba5dc9c96de,4408.93,Vehicle,True,1,2021,1,13,January
237,13eecdc6-ebd1-4d2c-b5b2-745504cc3ede,67884209-92ca-425a-ade5-93329364f3d0,45685.04,Medical,True,1,2024,12,27,December
238,4a1dab32-6aed-4dc7-a3e0-5309b5a1b949,2bffe17b-5324-41fc-b758-dce20556daea,32076.28,Vehicle,False,0,2021,4,2,April
239,75c8e90d-9e3d-450d-b296-d9f0cd2372c2,6fcc57dd-168f-4e12-9ca2-60c9eb7607c9,44995.97,Vehicle,False,0,2024,11,2,November
240,6f887f28-3e49-4d09-9b19-d8b8d8302081,dedab027-6550-474a-9422-373f862268d1,4156.16,Vehicle,False,1,2023,8,15,August
241,38b8f24e-56ea-47b3-beed-10b64f6e274b,a21b0307-82af-485c-938d-994c2b0abedd,34670.52,Vehicle,False,0,2022,5,5,May
242,31a3ac4d-828c-47e7-87d5-b7be1d30d990,f54e2019-ba35-444e-99e1-ac095970a859,49968.99,Vehicle,True,0,2025,3,17,March
243,25cf0041-d0a6-43fe-a53b-c024d1a69d87,2c6a6e9a-3280-47a1-8187-222b257d5e52,19377.53,Vehicle,False,1,2021,11,9,November
244,c257cf73-c29d-482b-a722-796e9a36d1ec,a0c14035-c5d9-4f51-b387-e1bd2d5972c6,1586.01,Home Damage,False,1,2023,12,15,December
245,9050f7ef-c123-4c91-b6c5-a0dc7e7e7419,e1cde87f-ec95-4f87-ae5e-c36572eb7474,900.85,Home Damage,True,1,2024,6,23,June
246,fc8d5b93-a2a2-491f-a49b-1cd99082889b,50ee7a92-a091-41e0-b891-b0c3dd3f487e,41725.53,Vehicle,True,1,2023,10,20,October
247,780b3657-117b-455b-b094-4bdb26a524e3,97674900-4651-4367-8bdc-43184d85a3d2,11340.72,Medical,False,0,2022,11,20,November
248,12fe28bf-81e0-4489-9a18-e2a30e614bcd,5e659654-0e90-48b6-89a0-a0f673b0a091,31598.28,Home Damage,True,1,2022,3,25,March
249,a508dc95-13a4-4492-897d-e16dd4ea120a,98159d6c-9d71-4084-971d-abf9daf481a7,39536.22,Medical,False,0,2024,12,30,December
250,949077c2-7674-456f-a26d-719d81cf3252,0a8076ec-e558-4e16-bd29-ede9cab4923b,4961.6,Vehicle,False,1,2023,6,13,June
251,925817b7-cf50-4889-a8b7-7f7b7321bf6b,80599b93-79c2-42e4-9ae1-a991524f93ff,9194.18,Medical,False,1,2023,12,8,December
252,73557b9d-0fd6-447e-b52d-4af2269ed4c9,fb7d9f1c-57eb-49b1-965e-59dde62d2d06,41608.39,Vehicle,False,1,2021,3,12,March
253,a56895c6-812a-4f9b-9596-9802b6dd6257,fdb1429e-7010-4d13-b526-b22d3f6c21f7,37454.69,Vehicle,True,1,2021,7,16,July
254,9c1c3517-85d2-40a6-8629-5b5d707df251,632dbb5e-486b-46bf-aafd-e7d95f733a3e,48163.22,Medical,True,1,2021,6,21,June
255,adcc3daf-569f-4ab3-8643-530068a51c68,55ab946d-a5b5-4dc2-a181-c85eca0ac6ac,48379.85,Home Damage,False,0,2023,9,1,September
256,8ed6ad5e-1831-4aa3-9466-9d1910df9974,da003f16-b946-4bcf-8082-cbb948bddb3e,39638.76,Medical,False,0,2024,1,26,January
257,9a4a99b2-e806-433c-b6e3-9356a8149562,a9e27ba9-952e-4abb-94dd-5061555736f8,23011.91,Home Damage,False,1,2025,1,16,January
258,4f6b58c8-598d-4aec-aaaf-e5432434a678,2102f9c9-6457-4bc4-a981-b098b2cf952d,41209.66,Vehicle,True,0,2025,7,7,July
259,15b02530-f020-4992-b576-255e98549f22,54170a17-caaa-4bbe-a4bb-f962606e0e1c,23838.1,Home Damage,False,0,2022,3,23,March
260,b3ecb951-ab8c-4f97-a0b7-1785d02ce0c1,e99630f7-af77-420e-bf46-25afbd20563b,32558.79,Home Damage,False,1,2024,10,27,October
261,aba301cb-a561-41e9-97ec-889c86c1b6cb,4f11d8dc-5cd3-4369-84aa-c1b75ca0c428,32637.35,Medical,True,0,2022,10,17,October
262,577bc55a-36d5-4494-b37f-d50d2e25b5ee,fffe77c8-39fe-499c-b127-41487c7c404e,47339.95,Vehicle,False,0,2025,6,1,June
263,4bb907ec-13c1-4754-a7aa-7cbc23377bbc,8a2e6a93-c558-4bb2-81f7-f3fb19e45c6a,5311.0,Home Damage,True,1,2024,11,24,November
264,86cac6f4-e238-4e93-bd17-c5e8d5ca69ab,9e374f7a-c42c-4c39-a05b-46c556363094,22955.37,Home Damage,False,0,2020,11,11,November
265,277d1be9-6070-46a1-98e5-2499218c6e1c,9feefdff-c566-4a81-b15e-54f6d4d30795,44327.98,Home Damage,True,1,2021,6,27,June
266,b89f72f3-2a60-4652-a714-7668cf1d7d3a,b836c448-ad26-4ec5-9d42-b9e9692e07b6,30974.78,Vehicle,True,1,2022,11,12,November
267,9c4ffb46-71b7-41aa-b836-f5713ccec76c,3be79df4-72ec-416e-88a7-23e9bfa016c2,11254.85,Vehicle,True,1,2022,2,6,February
268,f7315749-4f39-49a8-bd3a-258288b4f474,31ab0b56-d5c9-4dc7-a76a-dca978116802,5418.05,Home Damage,False,1,2024,9,20,September
269,92070158-f277-4f63-ada5-84175e2ad32d,c7332304-4822-4120-84f9-eccd7630a8a7,3497.23,Vehicle,True,0,2025,8,7,August
270,6b2d5b09-8707-4ad4-80be-7e3561c2645a,9acb394a-cd1f-4318-b31f-63fbd11fc8c0,47476.03,Vehicle,True,0,2025,7,5,July
271,0d5ba7cd-4000-45f0-9f7d-0dd7236e1608,ef2ddcc4-8df6-41da-9f07-c1a5dfc620ce,32264.37,Home Damage,True,0,2023,11,19,November
272,8412a335-d88c-456d-b61e-5fdb1a435206,290a3abb-c35b-4fea-9578-d70948f9e3d0,39446.33,Medical,True,0,2024,12,7,December
273,836b15c7-e7c2-45da-b306-958845d5a68d,e916da57-f248-43ab-977a-8a5f6ffe33b3,3896.2,Home Damage,True,0,2021,5,31,May
274,e27718c5-737d-4fb6-9113-76e038d77b9a,657e01c9-0da2-4e5c-aa36-af1806d3db93,40746.12,Medical,False,0,2022,6,4,June
275,62dbc850-3c5b-43a7-9fbb-f0b1808389c8,519554e3-0737-4c86-b97b-5f515ffa46ef,39537.87,Home Damage,True,1,2025,8,25,August
276,b6f6dbf1-d6d4-41cc-995d-82f8ee4a9b5d,09ce3cfb-2339-4a19-a563-7cc3ca97ebf5,42991.1,Medical,True,1,2023,12,5,December
277,78f2ce6b-d46b-415d-aada-79a34970ed9a,781799ff-b49e-44cc-8243-69e72387eaf6,40026.43,Medical,True,0,2024,2,27,February
278,e7e646c7-0158-4463-9d87-76a072d78bdd,2646eaf9-d5c0-444d-b735-262d41843b03,1235.59,Medical,False,0,2021,1,26,January
279,9bdf90f2-ba2c-4f19-b0b2-a5d18c7e6f42,3cd5fd7f-49c1-4669-86b3-3fe61c76bdf6,9125.19,Medical,True,1,2023,4,26,April
280,3d0a5f0c-0c39-4ec7-9f31-74054d183eba,10142131-7505-45f5-9f70-8368cb3cf8ca,26541.23,Home Damage,True,1,2022,10,11,October
281,7ff4cec6-e7b7-44c6-9631-2a801c612ec2,93364f7e-83ef-49f3-a1c7-cc8a04351b64,22689.62,Vehicle,True,1,2023,8,30,August
282,4a90cd0c-24c1-43b9-b7f2-85723defa849,92170475-3d95-4e3f-9a52-26e69d642932,25440.02,Home Damage,True,1,2022,10,28,October
283,ab1021ce-aa14-4cd8-aff3-cde46aa42c9f,f4124360-1153-4e99-9c50-8720f982f4e0,23173.1,Medical,True,1,2021,2,7,February
284,c9525185-81e0-4a5e-8b48-f49686abd4e7,df92a621-63f4-469d-8534-a1018ddce719,42441.28,Vehicle,True,1,2025,8,14,August
285,630aa767-a2bb-422b-8b25-1279785ac5d0,5b6a8102-0428-4378-bf50-23f440ef3935,35763.87,Vehicle,True,0,2025,8,1,August
286,3dba6da8-5844-49fc-914b-9547c9dc72b8,94f79dba-c581-4d2d-9a89-b71ea0d572c8,16444.54,Medical,True,0,2024,5,5,May
287,2227219f-551f-4086-81b5-b5cabc3536df,a48e40f1-d042-4dfa-96ab-087a8bc78e81,14113.29,Home Damage,False,1,2020,11,24,November
288,af475b49-c775-4395-9494-05f02cd2a404,2ea9c542-a1b9-40d0-ba81-04deb20507bb,49734.07,Home Damage,False,1,2022,12,31,December
289,b74eba93-1027-4b53-a285-b2efcfbe4fe9,339b77a8-4b1f-4d7b-8977-c513752a7d25,25524.78,Vehicle,True,0,2024,7,23,July
290,e2c328aa-3310-4475-8a86-22250b36e356,65f202f9-83f0-4dc7-8f61-2217eef16694,42713.24,Home Damage,True,1,2020,11,19,November
291,7930ba20-8b04-4f49-90be-73eefd372539,493e904d-30ec-4796-a59b-457fc0d7ac73,22851.97,Medical,False,1,2021,12,10,December
292,0c3ce284-c7e5-4bbb-9cb5-1c535b62a8df,cca1b45c-1fdd-480a-85f1-861954f90429,41457.25,Vehicle,False,0,2025,1,2,January
293,6667d3bb-e3b5-4360-afdc-0bad5e368127,56cb1ab0-62fb-46d7-b4db-ca07e506f670,15971.14,Vehicle,False,1,2024,5,24,May
294,b12b6680-7f07-4cb9-afd3-40c0f945f2fd,4447ceab-84ef-4324-8c1b-4157ec9f9c54,47702.83,Home Damage,False,0,2023,3,1,March
295,6cac028c-ba22-4065-9526-0718cd180a82,2e326567-d284-454e-bebe-c0db9a3a6103,5015.63,Medical,True,1,2021,1,26,January
296,1a43db54-523a-4993-8b34-46bc8ba435cc,7227890e-4e76-433a-8baf-0f5ea9320094,5279.94,Home Damage,False,0,2021,1,28,January
297,2aa93b43-6d15-416f-b7b8-c1a59a45693d,ba108217-0ad7-49a2-b277-16ec59fefbbc,28040.35,Home Damage,False,0,2024,2,16,February
298,9d66e815-5a41-43b3-a95f-176cdebac186,ca9e4a62-fae3-414b-a3b4-42bd46494296,20835.03,Home Damage,False,0,2025,9,1,September
299,abd2b512-1335-45db-8eaf-04b5f2a9dc8a,bff9507d-cd14-403e-8359-9af65d01f55f,48435.73,Home Damage,False,1,2023,11,12,November
300,07f8d4f0-f3ea-4184-a8f4-e3ceadedda80,702c1821-c804-4fb7-ad97-3b679b89e5cb,5628.23,Home Damage,True,0,2021,5,22,May
301,3c6a3174-1136-44a5-a050-9c6208e895d7,f31046dc-6202-4ee6-9cb5-e69c5dc7b3e6,33008.45,Medical,True,1,2024,7,27,July
302,2747b93c-9ae7-4eab-884a-67809136f1f8,71a6014c-5f3c-44dc-9ef7-87b8f2e6195f,42345.98,Vehicle,True,1,2024,1,27,January
303,233ffc82-92ec-49af-93ae-c376c359810a,4758367b-a649-4cdc-907b-907265e58f34,28917.95,Vehicle,True,1,2023,4,29,April
304,06a241af-1d0a-47f7-b5e4-a4713fe68c9c,e9ddebf5-6311-4aca-848a-f4407fc15858,1933.18,Vehicle,False,1,2024,5,10,May
305,c6641285-4303-4bc1-9e25-95b88fc9c86b,9ca3fbb3-ff11-48ba-b6ee-1640723ef466,17875.66,Medical,True,1,2021,12,23,December
306,ffa623d0-ea9e-4c8d-b1a8-b71f491b90e9,12f5131a-da52-42ee-a2bf-18f51f652a87,3944.48,Home Damage,True,0,2023,2,18,February
307,b69f68c3-e60f-4420-ac33-350c73b911d8,f7b217c7-ae92-4a71-8f7d-cb431679742f,37432.53,Medical,False,1,2022,11,26,November
308,aaf78c67-51d0-4109-bc90-2838d8741408,4a552ea0-8acb-4e09-8ccc-9cea109fd8ee,22955.47,Medical,False,1,2022,5,31,May
309,28524385-d9f2-4d0d-8cc9-f5f2e42e5037,2c913a7c-a340-4f08-b341-91b8ed6522b4,36219.0,Home Damage,True,0,2024,3,27,March
310,3967e60a-823d-4107-9c8a-c066cb2fafa3,3c9abe10-238d-4f44-8ac4-d0eb3373730e,8201.21,Home Damage,True,0,2021,4,13,April
311,5c63b6f3-06ba-4cd3-be78-38c9ca55e38b,fba6abf7-cdbc-4653-b7a7-e8b75e70f65f,13969.09,Home Damage,False,1,2023,6,13,June
312,e25df9a8-9ca8-45c4-a138-afe08d38bbd8,b788f5d1-ffe5-45f6-a5ed-cfe34f2dad3f,30550.26,Vehicle,False,0,2021,2,8,February
313,6929de73-8693-4d9d-ba89-cbebb807d78a,20156a72-12e1-43a6-932c-ae01d2c65ee4,37869.69,Medical,False,1,2024,7,10,July
314,12fc7a87-a470-4d48-9128-b9b1f8ede0ca,20da8972-5832-4ee4-8471-b4b0ae1b9f69,5989.04,Home Damage,False,1,2022,12,5,December
315,8d2238e6-c7bf-4fbc-943c-dd6de0c1ff1e,21084dd9-f75d-4e3c-848d-56502e9522d6,2748.16,Vehicle,True,0,2023,11,16,November
316,de431e06-e924-4069-80bb-ae526ec01269,4ddb1b36-272c-4588-84a2-576c1fc905f8,10618.94,Medical,True,1,2020,12,14,December
317,ef4afa88-5299-4505-a976-aab22a26f770,84d67c4f-f0df-4684-b28e-41225894f7f1,14827.63,Medical,True,1,2024,3,22,March
318,143029a9-d88f-4c94-88b7-63d5e519dd7e,46426c45-8d03-417a-b4d3-75c1a29319fa,37477.2,Medical,True,1,2021,12,5,December
319,9d4b2bf9-4d85-49c7-a001-7720200b2903,9780c215-2b2b-48e9-a417-c09380a8a23d,26862.83,Medical,False,0,2023,5,6,May
320,2bd3cdcd-2779-4685-94a5-3fdef10d27c8,566e3cbe-9aea-422f-a6e9-87cab87b6384,20155.02,Home Damage,True,1,2023,12,21,December
321,0a8bb5b4-9049-4583-ac86-a890d7b00bdc,f2d3f761-0ba3-4279-94cb-056407437c3b,1427.71,Medical,False,1,2024,10,20,October
322,43c07d43-93a7-4792-8561-b8dca4364fcd,9e3c5a88-6aa5-4e6d-9277-9574c4576cc3,28883.28,Home Damage,False,1,2023,12,7,December
323,e3954cb1-7f7f-4c0a-87c0-d116a394ed54,4d560a3d-f4e7-469a-a454-09374a27ebf2,6201.08,Medical,False,0,2023,10,24,October
324,ceae71cf-ce00-4af0-beb0-51817ba24588,b048faa1-12ae-4c22-b41b-77f54c24a053,40165.45,Home Damage,False,1,2024,2,7,February
325,6a662fce-7089-4c6d-a877-f5d90f5675f8,24c778a5-9b4e-464b-9716-dc2e343ada2a,4862.43,Medical,True,1,2023,2,5,February
326,51beb80e-b7e6-414c-9c8a-49225005680f,66124ab4-f9b2-4e6e-986a-346adc5be7d1,29649.13,Home Damage,True,1,2024,5,7,May
327,83d5bceb-5edb-48ee-82ba-f0e02179e3f0,1f5d988f-776a-4f09-bde2-885951b1943c,43590.96,Home Damage,False,0,2023,6,27,June
328,24108e9a-3f77-4cae-b318-b96d44790612,dd39d793-6257-44a2-b204-be894a4b5563,16986.9,Medical,True,0,2021,2,27,February
329,f6729464-3f8e-440a-ab0a-e0e39d896047,ef0a573d-53d2-456d-9040-158728e213bc,26764.94,Medical,False,1,2025,1,1,January
330,3098f7b2-500e-45c0-b89b-df7f93e34c35,7781321e-83c5-41cb-bef7-d9ea7f8e5483,36505.27,Home Damage,True,0,2024,6,29,June
331,7f53a88e-4efc-4248-a10b-1a477faeb748,750d112e-8164-4eec-a4ab-851bf1fac6e7,5588.82,Vehicle,True,0,2020,10,16,October
332,95560a2d-3713-4466-bda0-6476f778c676,98f6fd7f-7eb1-42f1-8806-f8040cf0374c,30318.75,Home Damage,True,0,2022,6,10,June
333,ac2a4f71-a77d-45f1-97c4-fe9ce1e0fffc,1b84edc3-d8e0-49de-8217-ea0e896490ab,47588.96,Home Damage,False,1,2023,1,11,January
334,43b47ee5-e1e8-4e7e-a249-8f666e51484d,0b95017c-5dae-4201-a73b-a8bdc38c1dec,37845.07,Home Damage,False,1,2024,4,25,April
335,8fd33afc-91fd-4a4f-8d18-ab95668c8477,62e7c1a6-12d2-4a06-89e1-cd138da00495,43280.22,Home Damage,False,0,2021,8,25,August
336,8cc36f3b-c3af-4cfe-b34a-6ca38116e3fc,9c6d52d5-ae2e-4af9-9f8c-c29ffd350c5f,22268.26,Vehicle,False,1,2022,1,28,January
337,18c01e2b-f99f-4704-a0f0-156a1e6a6628,8ece1128-56ce-4b42-bc9e-1dcbcb7e6268,39918.32,Home Damage,True,1,2022,8,24,August
338,24eeb4a6-c145-45c7-9d98-6115f05eeefe,0a4e2552-8005-4b10-a6c1-4dca8255da61,25613.18,Vehicle,False,1,2021,9,2,September
339,b6adf48b-2314-40c8-89f6-44050b990034,2620f9a9-74fd-43d1-84f2-fd0f79474bfa,2361.56,Vehicle,False,0,2022,5,5,May
340,23c8afdb-83f8-4f16-a4a4-474c9b33e3a4,6498abe9-2999-4bef-918b-2f219cf20859,32410.99,Medical,False,1,2022,4,26,April
341,d7b4c294-bd44-489d-9dd2-f9defd98fe33,827c9f8c-d40a-45e9-81df-6517561c9210,29226.31,Home Damage,True,1,2022,3,4,March
342,901bcdef-b56f-48ce-bd66-971e88476c56,54cc1e2a-5e4c-4287-8442-51dbd0d4ea67,45497.97,Home Damage,True,1,2022,3,5,March
343,6aa26216-fada-48f5-9c0f-0bdcac7e937c,df41e335-b9ae-48e4-a615-99c8cbf81f86,30447.79,Home Damage,True,0,2023,8,6,August
344,98cf1188-06d2-4913-a117-3719b023a0ea,f8d8b7f1-c86c-4544-a7d4-cf50f791f1e5,22800.89,Vehicle,True,0,2023,1,19,January
345,3a4045dd-93df-4907-9416-e4dcc6b28def,86341718-2ba6-4db3-bafe-b1149561c813,2437.54,Home Damage,False,1,2024,4,13,April
346,c64c9647-9ea7-417c-b89f-7039a107cc46,3e00980e-ae44-4e21-9258-64f225d4a0fc,26441.39,Home Damage,True,1,2024,11,18,November
347,b35556a5-f2bd-42f2-9293-f70508150147,6b352f85-504e-4687-b0e7-e75604d9145e,18956.17,Vehicle,False,1,2021,3,23,March
