Policy_ID,Customer_Age,Gender,Policy_Type,Annual_Income,Vehicle_Age_Property_Age,Claim_History,Premium_Amount,Claim_Amount,Risk_Score,Fraudulent_Claim
271e3ee2-b1a6-41f1-a20e-99d33b33f3d8,37,Female,Property,49996.06,14,2,2512.08,36340.72,High,0
6a34c854-1071-4d51-b6c5-9dacb4d7e28e,76,Female,Property,69419.96,25,0,837.69,31875.63,Medium,0
7746d0ba-8ae8-405b-94b4-a48268586eba,41,Other,Auto,191502.09,4,4,3551.4,21908.64,Medium,0
d5385b0e-34f3-493c-8ff0-a55c6a702e2f,26,Male,Auto,160132.77,11,2,2222.84,28362.23,Low,0
c51155ff-e7a3-4e81-a3b4-c08b6b8e869f,56,Male,Property,190788.24,11,3,3933.88,28696.09,Low,0
05000bc6-b20d-4b6e-b231-1f1795863a76,51,Female,Property,76589.38,8,1,4822.34,1295.67,Low,0
9360715f-c3fe-4183-a172-b725db52ca58,29,Female,Property,184437.65,3,2,3987.34,35201.89,Low,0
f1578470-0182-47c4-ba1b-58066160a6b4,31,Other,Life,144916.52,15,1,1051.87,42641.31,Low,0
63d62a39-c0e3-4efd-8c71-e0fe5a0cdd7c,46,Male,Property,199507.23,25,5,4854.03,49328.73,High,1
d5f25073-f414-42b1-a442-9ebbda7b9095,60,Female,Health,118999.49,9,2,4331.13,35590.46,Medium,1
bc10fa52-bf5d-4fdf-89c8-d2ab6b44fa8d,77,Other,Auto,162865.35,16,1,1046.13,10049.02,Low,0
e5d6f6e6-9a6e-42f5-8cc4-29038bcf53a1,26,Male,Property,24731.12,17,4,2160.1,40183.09,High,1
45df16b6-382c-443f-bcfc-9b793875394c,53,Male,Health,31834.66,12,5,3734.91,26284.78,High,1
638c254c-076e-4bba-bc53-08bf6f92f25e,67,Female,Health,42558.82,10,5,833.74,23291.66,High,1
cc530e36-addc-4e13-ab3b-4d37560c95ee,51,Female,Auto,178032.83,24,4,3379.07,9098.16,Low,0
d72b6108-2a40-4f12-b963-f37f67814c1f,79,Male,Property,110515.48,27,0,4241.26,25905.11,Low,0
fb10987f-20ac-4703-ab67-146a77a6e17c,37,Male,Auto,78078.94,22,1,2057.1,47045.2,Medium,0
e82c7d7b-06e7-45f9-88bc-539c9f4c3b79,75,Female,Health,65108.96,20,4,1735.03,31251.12,High,1
a9ba5a27-907b-4e36-9786-48f864de82e6,57,Other,Health,110463.17,5,4,4737.23,7709.71,Medium,0
6db99102-a48b-4dbe-957d-94a106f028ff,60,Other,Life,171655.4,18,0,4213.56,1418.67,Low,0
2e85cb21-7631-4e9d-9de9-f86322bd3388,20,Other,Life,137203.4,24,4,2374.64,31949.56,High,0
53cd6268-610c-4373-8299-9aa40cdf742b,49,Other,Life,135543.31,9,3,1601.95,40367.47,Medium,1
56666f9f-53ac-4ab9-b467-2cd9362f5e5c,43,Female,Property,33135.14,1,1,2478.22,24212.56,Medium,0
473bd358-610e-4a64-a130-1617c2dff335,31,Female,Auto,76264.85,22,2,3803.9,43038.87,High,1
6bebac31-d4f8-4d72-b382-1cfdc083b73a,80,Female,Auto,156919.7,16,4,977.83,12086.89,Low,0
78660765-14f7-4e8d-95bc-b8d04094dded,25,Female,Property,64625.4,3,0,1805.95,19207.49,Low,0
0d557b61-8a17-4dfe-bfc0-0dc804f64d86,57,Female,Auto,193283.45,28,1,4160.65,46687.58,Low,1
39669fa7-5997-4043-b3b1-025bfff9f585,64,Female,Auto,157361.85,15,4,2600.67,43953.78,High,1
f510ab53-c7fe-439f-9190-f938a66fd7f7,49,Male,Health,190141.9,16,3,4850.09,10757.22,Low,0
07f194f9-c115-4d6d-8a4e-5b70a6d964a3,40,Male,Health,70644.14,19,5,3526.34,14287.42,High,0
d6d7b3b8-3309-4d35-bf4d-f561f319c125,18,Male,Property,44108.29,8,5,2146.0,20162.7,High,0
3d114802-2702-478b-9f0f-da8d05379ff6,20,Female,Health,122650.7,6,2,2989.5,3676.59,Low,0
1d48a071-ab61-47b1-b93b-4c3220500494,50,Female,Life,168556.04,19,5,3249.69,6433.17,Medium,0
770c7798-37cc-463b-b2a0-345990604f62,24,Female,Life,163081.5,10,4,4725.27,37748.26,High,1
5e6fea07-c453-4f1d-8199-2fdfb31022f0,30,Other,Property,110014.02,1,0,1116.66,16652.04,Low,0
f6b751f7-9b74-4245-9b1b-c8952af43ab7,48,Other,Property,46809.32,28,4,1129.01,46568.44,High,1
c71d5e60-1d52-46ab-b7e6-427cbf780e3f,38,Male,Property,198310.83,23,2,3171.76,25365.75,Low,0
4fa03f26-f6f7-40cc-a9ec-8e49d1bdb8c0,50,Other,Property,147573.17,9,3,4170.87,18417.89,Medium,0
edcb8cb6-0692-4c63-9424-aed51bac5c15,61,Male,Property,125066.39,25,5,4424.45,31463.02,High,1
e87466d7-ad66-41bd-9367-6a024fdc6e1b,56,Female,Life,194072.73,25,4,3099.35,36070.01,Medium,1
f1043785-658b-4523-a014-1de9f54ad0a2,55,Female,Auto,114361.82,23,4,3985.73,19009.52,Medium,0
9793b9b4-1374-4146-b2c5-bd89b70b3420,70,Other,Auto,25682.69,30,5,994.53,946.87,High,0
3e2b6091-a092-452a-94a0-57a7b0cc1b3b,38,Female,Auto,94332.82,6,3,2758.19,30573.9,High,0
4d3485c5-c5c1-4eb4-b27b-3d901a16342c,48,Other,Health,147039.54,16,1,3023.99,49906.14,Medium,1
ce3714af-99b4-4350-af2b-99b4d9acd158,48,Other,Property,76475.47,5,3,4604.56,17116.35,Medium,0
90e0f4a0-fbdd-4933-8bd5-8bf61efd76e9,40,Other,Life,129813.78,6,1,1755.53,14924.96,Low,0
8861fe18-58e2-4888-8a83-81bec85aca46,78,Female,Life,146882.17,22,5,2700.51,23990.17,High,1
11a72609-5edd-4bbf-a959-76636daa2e68,53,Other,Life,71802.09,18,5,2944.36,44788.02,High,1
033d2bce-575a-4d2c-a5c5-650c8186a576,43,Female,Auto,72281.48,9,5,855.63,46200.48,High,1
7d7ddbed-d284-476c-ab88-f83dd97dc9cd,59,Female,Property,58517.63,26,4,1720.1,28100.9,High,1
5cb85aed-f5f6-4c97-aefb-63b11b049863,35,Male,Health,130821.87,18,1,1591.06,33491.7,Low,0
75b17a55-d426-4982-a43e-4288a2b5b498,51,Male,Auto,29448.4,13,2,3728.11,5027.25,Medium,0
2d174fc9-6f7c-45ea-a72a-6d8eb5122df8,67,Male,Health,193613.38,29,1,2331.08,46751.6,Low,1
a6846099-f729-4951-8591-31d2bbda0242,74,Female,Property,137096.96,24,2,1945.25,32294.9,Medium,0
eb6c1016-cee6-44d0-9dac-6e8345241ea6,76,Male,Auto,116327.41,23,0,4609.53,8753.24,Low,0
7701f7bb-7bc6-4e1f-864e-e6e389c5b31a,74,Male,Health,199490.92,12,3,1338.4,37450.16,Medium,1
97ac6aa8-bb24-48a3-9363-57b66f81cf4f,73,Female,Health,21668.09,18,4,982.85,49149.69,High,1
3ed8c56c-da09-4fa0-9282-8d8044b591f7,36,Female,Property,180066.79,4,4,2606.09,9640.57,Low,0
4767d76c-162f-4a24-af43-613cd4aac9a3,25,Female,Auto,151601.46,20,2,3733.69,704.21,Low,0
c01f36bf-3e6d-458b-b367-c28de1b294de,39,Female,Auto,51589.08,27,5,4536.69,41349.49,High,1
ab0e664e-9c3e-42d5-91e1-aa9676f72255,50,Female,Health,92149.98,3,1,4917.58,23872.7,Medium,0
7e8adee7-0758-4201-961e-16d16105716b,77,Male,Health,66941.35,7,3,3891.9,47701.74,High,1
7cd0129d-2e8d-4e87-9334-20e6d9d80b8d,37,Other,Health,67079.57,11,5,1563.36,33389.31,High,1
4223623b-cc3e-4dde-9ad5-cf06364d7c87,47,Female,Auto,92974.99,16,5,3964.28,34514.52,High,1
989d9d4a-e15c-4666-8797-b2c957207246,58,Female,Life,130632.58,7,1,2651.82,22748.93,Low,0
8e485223-46b9-4991-a14e-b70db380c73a,56,Female,Property,146349.33,29,3,3908.08,40099.75,Medium,1
30e912f2-f2b4-4abf-8441-aefd0299436a,70,Male,Auto,142461.55,19,0,2864.78,26408.66,Low,0
680bac63-b856-4035-bdc9-829015eabb27,41,Male,Health,31116.45,17,4,1409.71,26833.01,High,0
3d85de89-c217-4429-8e20-07247d137018,28,Female,Property,40923.2,6,5,3124.16,4547.08,High,0
b63b4dc3-a559-4463-b9e1-3ceab0cbc61f,50,Female,Health,101617.81,16,3,2555.59,2886.84,Medium,0
046a0df5-cafd-4613-b2bb-912d7da67785,47,Other,Life,150190.41,12,2,4174.04,37290.22,Medium,0
6786d506-38ba-4abc-8b53-05e517d2582e,55,Male,Health,96265.53,22,0,2935.24,3012.78,Low,0
a9f948b2-4e63-44bb-be49-3f43b118f68d,75,Male,Property,25712.28,13,1,3960.37,38291.38,High,0
8db06746-7927-4973-9e78-1fd794e0d3ba,80,Other,Property,87402.97,28,3,2518.42,45855.75,High,1
ff233d5f-6ced-415d-9800-7c0287ea7ff5,42,Female,Health,142891.46,21,4,1098.45,43014.33,High,1
5a104129-54ae-4d1b-8ce6-424dbef59fe6,25,Male,Property,115191.66,23,1,4256.7,37808.97,Medium,0
4e7ed827-455a-4762-b428-a656b3ee4d3b,80,Female,Property,141229.97,17,3,2893.7,41168.02,Medium,1
b8a6171f-1ee3-4dc4-bb04-8a8b405bfdc9,33,Female,Life,47921.85,6,5,3944.7,1610.87,High,0
be2d740a-1e9b-43bc-90c7-c006314d3441,60,Female,Health,63319.93,2,0,3172.75,22322.05,Low,0
b0ae8f08-c31e-4bbc-b36c-b62b892e6161,61,Other,Health,64052.15,1,3,2475.33,26987.99,High,0
bd1531c8-3764-4bda-b108-d4482f65fafa,66,Male,Auto,110701.25,9,1,4171.04,36575.87,Medium,0
96ef2ad6-b97e-4703-86c8-adfe7bf47042,38,Other,Life,62642.73,28,1,4935.63,26062.55,Medium,0
98c7472a-864e-4a13-829c-fc0cfa02eaec,44,Female,Life,30972.37,30,4,4458.71,45578.88,High,1
d52721e7-19bc-443e-bb02-bebb48729a4d,58,Other,Property,120053.12,1,2,4737.14,33567.13,Medium,0
5c62b3a2-3a3c-463e-8bd6-cee631b1b099,68,Other,Life,145335.51,13,1,1849.5,9193.95,Low,0
b540b30e-039f-4a25-8d61-68bd2defe193,52,Female,Auto,172881.37,9,5,1149.58,23151.26,Medium,0
0ba6eab9-4639-447b-a067-bdac88bd13d1,21,Other,Property,194201.51,17,4,1103.42,12142.93,Low,0
4ac9778d-8da8-4ee4-8df5-6ac6f96b648a,31,Female,Health,186000.7,27,2,916.09,36229.24,Low,0
a34b6cf6-2053-4a42-b1af-db65b289f224,30,Male,Life,87890.24,19,4,677.96,3639.22,Medium,0
1a432f0a-7daa-49f0-80b6-fce2de53790a,69,Other,Auto,106290.96,27,2,1864.35,45449.71,Medium,1
48ca7651-92f5-4f7b-8323-d342df6a8f93,31,Male,Health,154438.26,24,3,4614.99,34781.31,Medium,1
5738811d-70c2-403f-ba8d-03aa782a65e0,63,Male,Property,184722.76,17,2,3989.81,19033.09,Low,0
40a26c60-0d27-4659-b72a-da9b2f32751e,52,Other,Life,75516.01,11,4,4472.65,23300.2,High,0
1d34d08e-7a4c-45d4-9c99-e04cf0e98b3b,69,Other,Property,157093.21,10,1,2168.17,20696.51,Low,0
7de31a51-6694-4343-90ba-58e3d2762bdc,54,Male,Auto,22919.58,17,4,3106.14,20878.9,High,0
afbb411a-a123-4a8c-93b7-a88612f70c97,27,Male,Life,61403.35,18,1,2746.86,32730.4,Medium,0
cfa701cd-2631-400b-a6d7-94d30db95301,61,Female,Life,157404.91,15,5,3387.63,24529.78,High,1
15ce6a66-4dc8-4a1e-b2f9-e5fa90164161,28,Other,Life,50467.83,23,4,2697.42,45844.97,High,1
8edddfcd-1e52-4770-bf89-7142fe716b14,52,Other,Health,114309.99,26,0,4753.35,33410.78,Low,0
989bc4da-9b37-422b-aa8a-616fc3b290d0,66,Male,Property,44748.48,20,1,805.86,7551.48,Low,0
c693da11-39c6-41ca-9e50-aa42ca6dfda1,31,Other,Property,87176.12,19,5,3500.4,30825.97,High,1
e893be3d-7354-4a6f-a160-745985c7504b,48,Other,Property,22831.72,17,4,2351.02,836.31,High,0
96a9954f-dc33-41f9-8c1f-55ab715629ee,64,Female,Life,23085.67,26,5,3533.15,40308.38,High,1
9191b363-4e2d-4645-adc7-cac7fd72b050,76,Male,Health,185248.79,16,1,1584.36,30989.04,Low,0
f5c9b047-9c10-4572-8f6b-40d09efba58b,34,Female,Life,163088.54,2,2,4816.84,22949.89,Low,0
c342bd2b-f295-456e-9967-5f06bd767e35,33,Other,Auto,73995.44,26,0,3441.81,42910.96,Medium,0
43bfd931-3605-4f54-a021-c0ca3531968d,66,Male,Health,92950.09,12,4,2642.02,31837.4,High,1
3d67cde9-2834-44c0-94c8-b3b4a911d192,62,Male,Health,109974.51,13,5,4029.69,28292.83,High,1
2812859a-1337-439e-8d4f-5d272c7f0b79,72,Male,Health,61357.97,28,5,4493.99,23775.01,High,1
b07aa066-7354-45ea-a894-9b8d00af5b3a,20,Male,Life,181876.1,18,5,648.06,46438.32,High,1
085b15fb-4a8f-4810-b84c-2f29980402a2,38,Male,Auto,125666.5,24,5,4194.06,46443.75,High,1
48603b32-b4fb-4eb9-89c1-3de73b4206c5,37,Male,Auto,122005.27,27,3,3546.66,27028.12,Medium,0
1238d630-743b-45a2-9c0f-2fcfb3f6fe0d,42,Other,Auto,162289.66,22,5,852.92,37272.83,High,1
43b9da13-ec85-4f37-bbc1-a987aff8754d,40,Male,Health,98675.89,26,0,2032.67,38450.28,Low,0
96fc734d-a003-4d28-8a8f-3653c9af18f8,79,Other,Property,194405.69,10,0,3353.55,39177.41,Low,0
32a447b2-ef04-457d-8dcc-c33aa9434aa0,46,Female,Auto,84046.02,30,3,2443.32,33984.74,High,0
398d1ca6-8b68-40b5-9d61-fac36cd5e859,60,Female,Health,158990.13,9,1,3708.99,4101.9,Low,0
44007d5a-e88d-4719-a624-2b40a5cb63a2,27,Female,Auto,153137.95,10,2,979.48,259.76,Low,0
0f44704f-1247-4a4e-a469-98e8d39e198b,37,Female,Life,157042.37,3,1,892.84,21548.98,Low,0
9854ce4e-4ebf-45c3-8ae9-b4a72a79ea68,53,Other,Property,38592.73,2,2,2993.99,29846.23,High,0
ebd34616-91b7-4d8e-9301-6989bfbbb17f,68,Female,Property,22221.31,13,3,4006.26,36242.19,High,1
77fc9703-1fd5-4423-b06c-5c5649e2623d,53,Male,Auto,143356.88,5,1,1710.14,13420.34,Low,0
670acc5c-b321-4f21-8dd8-eb85b04d3376,27,Male,Auto,98241.73,13,2,2679.04,3846.07,Low,0
8a3c3b5e-801e-41da-85b1-ed25f1533ae8,34,Male,Property,126885.15,6,3,981.38,15232.9,Medium,0
9918ee46-1497-4658-b010-f7197e695d0d,78,Female,Life,171490.41,12,2,2481.0,21530.81,Low,0
bc0a6a5d-6e99-4e3e-a3b1-37fc0a3450fc,70,Other,Auto,74078.35,19,5,1403.83,15709.16,High,0
069f14f1-4018-4c6e-9a8c-fa3c5283aac7,79,Female,Life,72460.67,22,5,2709.53,28793.96,High,1
ac9ed156-f63f-4e41-ba9a-ca5e176132ed,33,Female,Property,70454.03,25,3,2142.57,46603.36,High,1
964db03f-9340-4fad-9c4a-d56bd6016237,30,Other,Auto,142708.27,17,0,4788.52,23081.11,Low,0
c3c75611-ffe3-4a49-854f-92fff366bad4,63,Male,Property,163583.39,26,5,811.21,42389.4,High,1
9384ec2b-44fe-4cae-9248-a9a7ac1aa554,68,Female,Property,45052.24,9,1,1637.07,7707.16,Low,0
2cd94cbb-c19a-458c-835b-1c8c0a4c9f7f,45,Female,Health,100832.01,19,3,3120.1,26718.37,Medium,0
7135f221-a6c9-437f-84da-d06a7872bdeb,77,Other,Property,117856.14,25,2,3657.35,40614.85,Medium,1
ff37d19c-2e76-428b-8735-44f9ea83bf00,56,Other,Health,39686.5,7,5,3491.12,8316.92,High,0
d0725b5c-a281-4044-af96-288295d82980,57,Male,Property,194026.0,10,3,976.75,4930.33,Low,0
785299f4-175b-498d-b814-01027de1bdfe,32,Other,Auto,100240.14,12,3,3975.54,29429.5,High,0
5230dfbd-5553-42fe-a889-803e5913f9d3,50,Male,Life,199586.49,15,0,1829.44,46027.38,Low,0
292bd156-db94-4570-9ac7-0ec0ab8ddeb4,23,Male,Auto,82699.16,10,3,4029.21,26055.74,High,0
7ed70ed7-b194-490b-a961-929e546e035a,40,Female,Health,98869.87,22,3,1935.09,15013.2,Medium,0
668409e3-f1f8-443e-a99f-131849c8a43f,69,Other,Health,24065.32,10,5,992.13,40002.51,High,1
0964fbbf-8cd3-41b0-82b0-1cfdd045dd1c,77,Other,Auto,112878.9,17,1,1989.45,21318.47,Low,0
409d3602-5084-4242-968b-1625746f7891,47,Male,Property,133356.86,5,5,3457.89,19779.12,High,1
c5c5b37a-f85e-46a1-9dad-09b252c21221,65,Other,Auto,100923.5,13,3,520.03,10739.81,Medium,0
d32e6dcd-83bc-4478-9d6a-c7b86778043b,35,Other,Health,123922.62,25,4,1341.32,16299.25,Medium,0
de8ede0b-a85c-4e4a-804b-6fabfcf56188,47,Male,Life,140726.26,15,4,4846.62,15670.21,Medium,0
0de051a6-69ca-47d2-b644-14fd8ae769ed,42,Other,Property,125660.85,11,2,4304.83,30868.13,Medium,0
9f64eeed-5c9d-427d-84b8-71bb300568d2,70,Other,Life,185362.86,18,0,3524.5,15659.29,Low,0
71299889-a01a-4992-bf9d-3e64c1a6423b,33,Female,Health,52948.01,22,1,2798.71,20911.96,Medium,0
445dcc38-341c-4494-8d36-6dfcc28ebd70,26,Other,Property,96146.98,15,5,2918.21,45958.05,High,1
49bc473f-ed7b-4656-a18a-15368c99a894,77,Male,Auto,108135.56,4,1,1915.61,22550.05,Low,0
7c16128d-b2c0-4394-a17f-29e170286046,21,Female,Health,107229.61,6,3,4837.23,25271.9,Medium,0
a14923c2-f920-464c-8763-fcd01f15c7b6,49,Female,Property,94813.48,26,3,2699.15,4133.53,Medium,0
b5b453ca-3d42-493c-8c9f-d3349bdf0377,19,Male,Life,25885.12,7,4,1799.02,39037.01,High,1
03802b70-8d03-491e-8f8d-5238288b78b5,54,Other,Property,118950.71,3,4,1013.93,38755.65,High,1
3985fb62-17dc-4eff-a872-13f98d605936,70,Female,Health,156800.74,14,4,1483.44,21257.73,Medium,0
1d0bc9bd-e9b5-45cf-9766-5cdafe049059,65,Other,Auto,73587.61,1,3,1682.67,43109.98,High,1
a5d04d53-1e12-42e3-b272-92b6762172ed,23,Female,Health,159613.7,7,1,4148.16,29396.19,Low,0
eec259dc-7f95-497c-a76a-a6ced50755d9,40,Other,Property,49876.69,4,1,4160.88,40272.02,Medium,0
b495db4e-8245-4fb4-8ab7-706eb77350ca,54,Female,Life,127434.38,5,2,4905.5,14631.73,Low,0
7b85179a-d5b0-47e0-aa5d-932b45ff2c83,54,Female,Health,44406.0,24,3,4634.46,49624.31,High,1
74eff545-3e65-4603-b8e3-654bfaf14ff0,73,Other,Auto,146256.77,4,1,1158.1,16104.84,Low,0
30cbd755-6232-417a-a507-41818d1fb540,33,Other,Property,108102.57,18,5,1709.23,20711.25,High,0
bf0d073d-821c-4336-9970-cf60ebff8d15,46,Male,Health,92513.14,23,2,3626.17,43865.87,High,1
11df12d7-dd30-4e89-a2f2-35f2e11b868d,47,Female,Life,124752.0,27,5,919.14,48607.51,High,1
dabac50d-ca3d-4859-85ce-099c46b82659,58,Other,Life,173019.12,25,4,2289.72,48406.43,High,1
c9a7d91f-ef2a-4713-9702-10496a39aaa6,70,Male,Property,68336.63,26,2,2019.9,28896.68,Medium,0
00a81de9-d20f-47d0-8465-6d6b81fb18b3,54,Female,Life,180947.84,24,0,706.74,31308.98,Low,0
d664d264-4c6e-47ff-b9de-7a3a486822b9,71,Female,Health,42362.69,27,1,2485.79,33.8,Low,0
a8f1e091-ffb8-402d-9475-dbc996418ced,79,Female,Auto,199224.93,29,1,4469.66,15093.28,Low,0
7250ee18-260a-4962-9d81-b7f57d5911c6,73,Female,Health,137825.83,8,0,2173.3,45190.01,Low,0
551ac8ea-585a-4afa-bbfd-cc1289e06ab3,28,Male,Property,132608.77,23,5,3898.54,21461.55,High,0
6090d697-8b1e-4b9d-834b-9fbb8d4a75b8,23,Other,Health,20195.53,15,0,1097.15,11309.54,Low,0
de9e3757-5260-401e-aecf-67d2749176f4,61,Female,Health,21451.26,10,0,4946.7,21115.7,Medium,0
3d225c30-b28f-41de-bb14-0bc3304b8590,26,Female,Health,61210.44,2,5,4126.81,5160.08,High,0
db23aa8c-3bca-4f85-a20a-60ac9261549d,41,Female,Auto,88889.79,26,1,3387.09,33856.85,Medium,0
517400f8-0b2c-482a-a928-8e92c68a152f,22,Other,Health,129857.46,5,3,2080.34,10652.77,Low,0
e9d68f23-b489-4070-b914-f8a8bea4ff31,65,Male,Property,130893.68,14,1,890.1,5023.26,Low,0
fd08b32c-62d6-4e93-a198-5d54cfb87e6f,66,Male,Property,83276.42,13,2,4059.84,12389.32,Medium,0
a6eab79e-d21c-42f8-8ada-4f80a9e782d4,59,Male,Auto,119611.39,19,5,3234.17,38948.48,High,1
f6febc0e-7ecd-4baf-a6f0-5fcffb16e5db,62,Male,Life,56980.23,19,4,1348.91,19587.55,High,0
f72169bb-8096-4718-a051-acef097a1e10,59,Male,Auto,109079.79,3,1,2748.12,29696.49,Medium,0
19b17e80-dea4-4e17-94fd-9ad39716108e,51,Male,Life,188106.39,4,3,4373.66,28419.02,Medium,0
1986b4b2-70b7-4868-9854-80f0dfcaf0b7,41,Other,Auto,157290.67,30,0,575.1,3376.63,Low,0
03edd1f8-74f9-4d17-a912-b4bf86a4bae4,34,Male,Health,186064.27,30,3,2779.75,31428.53,Medium,0
def57689-68f4-4bce-a4e7-5e8eb8f21423,50,Female,Property,146325.91,2,5,2914.54,30802.35,High,1
1327f1bc-2784-478f-b84f-16b3a79fbfaf,35,Male,Life,34223.88,29,1,4884.41,7768.86,Medium,0
43d88870-f81d-4aa1-8812-0a8e78308930,38,Female,Health,75830.51,13,5,4790.43,11931.87,High,0
65c17795-b155-46bc-9f8d-ed9756abf2f1,33,Male,Property,40877.58,19,4,747.63,33303.98,High,0
541cdfcd-da0d-4a5f-948f-8b74a65bb1f2,60,Other,Auto,41499.74,22,1,3656.75,8191.63,Medium,0
889b78d5-dbfd-497e-aca2-b148da330aa1,78,Female,Life,50053.33,4,5,4015.06,13438.22,High,0
a075e927-5110-4492-b442-7e0b61484bb3,74,Male,Health,80301.98,13,2,2857.34,13147.48,Medium,0
7cea2045-c268-483e-a32f-2e63b7fddd71,80,Other,Health,109306.56,16,2,749.48,42967.99,Medium,1
9e11d2cd-0930-4ef6-8a80-068ddf547e50,28,Female,Auto,65920.89,3,4,3533.54,5766.68,High,0
af34cf65-a193-44b2-bc19-e71d118405ad,65,Other,Health,27926.82,27,0,1600.48,23588.23,Medium,0
3a3c8a71-ff57-4e2b-8991-ab9bebc2026f,42,Male,Auto,187608.81,27,0,2987.89,45697.38,Low,0
fa745761-6f18-4108-9723-199dbf2c14a0,65,Other,Property,60412.76,7,3,4621.35,15996.76,High,0
b4323070-a23d-4c2f-82a7-96891933918c,70,Male,Life,41492.17,21,0,1307.05,40216.9,Medium,0
2a96e1e2-7194-4ae2-99ba-d7aedf615a5c,80,Male,Property,32406.76,14,2,3980.87,15534.89,Medium,0
0769165f-e746-4cb9-8ca9-cf07b1aa0f6a,23,Other,Property,21434.45,6,2,3037.13,15195.47,Medium,0
0e5dd462-cbd0-4ef2-930a-37df0bc61066,57,Male,Property,86289.25,15,1,3796.09,27327.96,Medium,0
6e417d47-5ff5-45ea-9bc4-40f14b1a269b,68,Male,Auto,21148.02,13,0,1548.49,17321.18,Medium,0
697c3923-87fa-441a-be83-b91f25440fe0,71,Other,Health,191178.25,0,5,2193.24,36904.13,High,1
2e183554-cae2-4e66-ae8a-781390e0a95b,37,Male,Auto,115366.61,7,3,2714.13,2994.75,Low,0
9c07a751-1437-4509-acd1-586a2b840c67,27,Other,Life,36744.79,29,1,4537.79,25987.96,Medium,0
aee1e86b-9ea5-46aa-a1ee-6c5bdeef580f,62,Female,Property,195419.86,2,4,930.1,6675.69,Low,0
9549c931-e9af-499d-bf67-1eec3da70577,70,Female,Health,126541.24,1,3,3481.0,6535.41,Low,0
a34db7c5-760d-4bbb-bb70-b3a124a35cf2,36,Female,Life,186687.55,12,5,4243.55,16312.58,Medium,0
aab612c9-415d-474a-b5a6-69814104a8b5,46,Female,Auto,33443.74,6,1,4009.72,29235.4,Medium,0
771ad655-cdfc-4ee0-a61e-de900267deb3,27,Male,Auto,100922.01,10,3,1043.32,17914.37,Medium,0
8beddb12-ad77-482f-89a2-3a89e6b5a92c,67,Male,Property,75495.39,8,0,906.89,40379.85,Low,0
f1faf665-7115-43f3-92e8-9d1028711733,37,Other,Health,58703.74,27,2,1167.46,35557.87,High,0
4c955f6a-966b-4964-bcd6-bdca5876fd09,79,Female,Property,112422.74,21,2,1670.75,49533.83,Medium,1
b0b862ef-6c9f-42b9-b647-8986a3917c99,19,Female,Property,120071.68,17,1,926.26,5095.37,Low,0
4d57d880-d865-469a-b4f3-310340066ff2,68,Male,Health,22152.25,26,1,1088.22,41183.67,High,0
da743152-627b-41a1-bfd6-f23232ffe294,41,Other,Health,124818.28,8,0,598.1,3223.6,Low,0
61a11729-3cb9-4350-9b4d-a0fe7bb38605,75,Other,Property,165673.76,2,2,1051.37,47114.03,Medium,1
4bbe4aff-9326-4ffd-9be4-bf5192698698,21,Male,Property,167903.37,12,3,632.67,34160.65,Medium,0
059dd55d-4b94-4e30-b303-f438fe2110d0,29,Female,Auto,183494.76,8,2,2507.05,7431.57,Low,0
6553867d-a881-4fd3-947d-577bfa5a91ca,57,Other,Auto,136510.11,15,3,4472.5,23951.55,Medium,0
dd750e98-90e0-495f-8212-b554464458b4,23,Female,Property,44702.48,6,5,4480.94,26290.7,High,1
f93e08d5-bea2-4dfe-873f-6e1baf908e3c,58,Other,Health,198092.65,25,5,2116.0,27225.89,Medium,1
bec39a37-9b3d-44bd-a91e-314e0c8e29e3,49,Female,Life,89908.63,5,0,1934.95,10951.01,Low,0
e726be23-e776-4886-9534-ee1d7f2984f5,75,Female,Health,165557.7,15,4,2108.45,29199.45,Medium,1
3ae909fe-cc82-48da-8696-f5e64944051b,32,Male,Health,64614.27,7,2,2901.6,39561.86,High,0
3810ae66-5a31-44cc-8d4b-69a99b689c88,65,Male,Auto,123624.58,25,3,2096.62,41961.11,Medium,1
402913ec-9ef2-493e-b0ac-7d7ba2f963a3,72,Male,Auto,62579.2,10,5,3639.32,45699.0,High,1
c478f6f1-b88e-4318-816d-83edad81f8bd,19,Other,Life,190560.57,18,1,3033.99,9411.68,Low,0
2303f6c6-d69d-42f1-ae4c-84ffa8c01f05,69,Female,Life,51600.22,1,0,752.76,30083.14,Medium,0
a0a11839-e745-4704-98df-bc3ca0d4de3d,19,Other,Property,20123.03,29,4,1406.59,6524.48,High,0
c9e26074-4f16-49a0-8a17-991ea5769411,63,Male,Life,30720.07,4,4,3671.13,7082.63,High,0
5d678bb1-945e-42e4-888a-93ec70d9c9f8,25,Other,Life,192900.58,11,5,4738.65,19779.78,Medium,0
e8dd5e5a-1712-4b16-a1a4-344fbb7bee03,24,Female,Life,78068.58,5,5,4769.12,39592.13,High,1
6a5e6920-bf5a-47e6-93a3-dd5a4b8c5bdc,79,Female,Life,51356.48,30,4,3621.02,46442.26,High,1
c958e75e-21d5-4971-b367-49b52cf6bf75,68,Female,Auto,139795.7,26,1,2202.73,36699.75,Low,0
5da8d6d2-f8b3-4a8b-a05f-b8bc8a16a06c,36,Male,Auto,151189.57,30,5,4769.14,19580.07,High,1
